covariate,coef,p
TFP_x_log_stop,-0.2123522625869474,0.9774379547907945
GE_x_log_stop,-0.37321403507293255,0.7136632676904764
AGEDEP_x_log_stop,0.004548025921723905,0.9735107142376164
IND_x_log_stop,0.022472618909534853,0.8638304539286615
TO_x_log_stop,0.0013672334812378773,0.9377106270817069
CREDIT_x_log_stop,-0.00871114895980619,0.6206254680809635
ECI_x_log_stop,-0.3704083940217679,0.7004395995014661
is_UM_x_log_stop,0.24960347536001115,0.5978172721369903
