covariate,coef,p
TFP_x_log_stop,-1.248748642234236,0.6279288259769151
GE_x_log_stop,1.0919362882388208,0.12143559000131732
AGEDEP_x_log_stop,-0.010495633031096649,0.9379824206777791
IND_x_log_stop,-0.03117799294968793,0.8201756914698668
TO_x_log_stop,-0.0027991516733393835,0.6907898399957324
CREDIT_x_log_stop,-0.019701500664112314,0.08013066620584383
ECI_x_log_stop,0.5899454340854511,0.45352784346415254
