covariate,coef,p
TFP_x_log_stop,3.1518176620768332,0.9738388492420159
GE_x_log_stop,-1.2093169326877145,0.9127094161578954
AGEDEP_x_log_stop,0.024450446080918536,0.9509538087619042
IND_x_log_stop,0.028354704348213525,0.9630896279427119
TO_x_log_stop,0.0031684846961160928,0.9764249977477868
CREDIT_x_log_stop,-0.007555754867618873,0.9099681451845253
ECI_x_log_stop,0.2264283616809706,0.9136330691359649
