Country Code,Indicator Code,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GUF,GE,0.7532431,0.7534943,0.7406422,0.39448,0.7337585,0.7308122,0.7352677,0.7387428,1.4811155,1.4825188,1.4816932,1.4819011,1.4821334,1.4915243,1.4897926,1.4903946,1.4905901,1.4916632,1.4927092,1.4897219,1.4914946,1.2859047,1.2866922,1.2858591
PYF,GE,,,,,,,,,,,,,,,,,,,,,,,,
GAB,GE,-0.6059151,-0.6057995,-0.6117162,-1.0988503,-1.041666,-0.7785827,-0.776777,-0.7753686,-0.6129917,-0.5813481,-0.7953663,-0.9553429,-0.8356498,-0.6813684,-0.702389,-0.6634804,-0.8272048,-0.7795313,-0.7880906,-0.8134549,-0.5886647,-0.5943568,-0.5840974,-0.5671547
GMB,GE,-0.5902075,-0.5900435,-0.5953216,-0.6714764,-0.7874411,-0.9187555,-0.7778148,-0.7696386,-0.6502235,-0.638967,-0.6268448,-0.5767663,-0.6098694,-0.5410093,-0.6335683,-0.6110704,-0.5220746,-0.5023406,-0.5361521,-0.5874216,-0.5131901,-0.5024958,-0.4683483,-0.5358243
GEO,GE,-0.8765203,-1.2104208,-1.2195365,-0.7313035,-0.6108964,-0.3869641,-0.2227139,-0.0154298,0.0841957,0.2118458,0.5431231,0.6137741,0.5511037,0.5296758,0.4698911,0.5977322,0.6334817,0.5020219,0.511363,0.3081567,0.4515433,0.4424252,0.5876041,0.4562672
DEU,GE,1.7619844,1.7461478,1.5716359,1.5450395,1.6484947,1.6976514,1.7597094,1.737643,1.7720019,1.538577,1.645879,1.7583687,1.8105078,1.9655186,1.9623466,1.9057837,1.8901031,1.8019092,1.8881241,1.7812546,1.8265941,1.7792628,1.5613864,1.5462994
GHA,GE,-0.0680213,-0.2240367,-0.4389193,-0.3962772,-0.2673343,0.0739642,0.0561228,0.0686849,0.078926,0.0369136,0.0061563,0.0221723,-0.0886219,-0.0881126,-0.085856,0.0177698,0.0366097,-0.0138733,-0.0546834,-0.0103657,-0.0445107,-0.0662946,-0.0177779,0.0595796
GRC,GE,0.3180535,0.4355371,0.5176036,0.6671438,0.4979127,0.5463793,0.4958193,0.4581092,0.4951187,0.3044238,0.2558843,0.2269435,0.396537,0.2447728,0.1817351,0.0838989,0.2623317,0.3398991,0.4589741,0.5867351,0.5727218,0.5636045,0.2578486,0.1912731
GRL,GE,,,,,,,,,0.4629939,0.4658113,0.4641538,0.4645713,0.4650375,0.4838917,0.4804151,0.4816236,0.482016,0.4841706,0.4862706,0.480273,0.4838322,0.7779131,0.7792725,1.3528493
GRD,GE,0.7532431,0.7534943,0.7406422,0.4779746,0.4427567,0.484785,0.4874708,0.4895657,0.5379916,0.5616484,0.5608317,0.5610374,0.5009041,0.2423394,0.0331347,0.0337302,0.0339235,-0.1545834,-0.0931857,-0.0961408,-0.0943871,-0.0438885,0.0807086,0.0201444
