country_iso3_code,year,eci_hs92
IRN,2000,-0.234
IRN,2001,-0.187
IRN,2002,-0.148
IRN,2003,-0.109
IRN,2004,0.047
IRN,2005,0.079
IRN,2006,-0.027
IRN,2007,-0.41
IRN,2008,-0.535
IRN,2009,-0.601
IRN,2010,-0.32
IRN,2011,-0.369
IRN,2012,-0.701
IRN,2013,-0.144
IRN,2014,-0.143
IRN,2015,-0.171
IRN,2016,-0.165
IRN,2017,-0.17
IRN,2018,-0.108
IRN,2019,0.021
IRN,2020,0.087
IRN,2021,-0.007
IRN,2022,0.036
IRN,2023,-0.13
IRN,2024,-0.071
IRQ,1995,-0.046
IRQ,1996,0.746
IRQ,1997,-0.527
IRQ,1998,-0.307
IRQ,1999,-0.748
IRQ,2000,-0.898
IRQ,2001,-1.224
IRQ,2002,-1.302
IRQ,2003,-0.938
IRQ,2004,-0.357
IRQ,2005,-0.976
IRQ,2006,-1.49
IRQ,2007,-2.146
IRQ,2008,-1.825
IRQ,2009,-0.575
IRQ,2010,-2.045
IRQ,2011,-1.588
IRQ,2012,-2.119
IRQ,2013,-2.078
IRQ,2014,-2.485
IRQ,2015,-2.275
IRQ,2016,-2.392
IRQ,2017,-2.012
IRQ,2018,-1.613
IRQ,2019,-1.655
IRQ,2020,-0.909
IRQ,2021,-1.032
IRQ,2022,-1.312
IRQ,2023,-1.459
IRQ,2024,-1.463
IRL,1995,1.171
IRL,1996,1.126
IRL,1997,1.19
IRL,1998,1.182
IRL,1999,1.235
IRL,2000,1.398
IRL,2001,1.425
IRL,2002,1.454
IRL,2003,1.375
IRL,2004,1.276
IRL,2005,1.266
IRL,2006,1.219
IRL,2007,1.285
IRL,2008,1.308
IRL,2009,1.306
IRL,2010,1.247
IRL,2011,1.331
IRL,2012,1.243
IRL,2013,1.245
IRL,2014,1.192
IRL,2015,1.243
IRL,2016,1.223
IRL,2017,1.169
IRL,2018,1.205
IRL,2019,1.265
IRL,2020,1.221
IRL,2021,1.23
IRL,2022,1.297
IRL,2023,1.229
IRL,2024,1.193
ISR,1995,1.131
ISR,1996,1.089
ISR,1997,1.112
ISR,1998,1.057
ISR,1999,1.089
ISR,2000,1.008
ISR,2001,1.06
ISR,2002,1.091
ISR,2003,1.125
ISR,2004,1.09
ISR,2005,1.055
ISR,2006,1.035
ISR,2007,1.049
ISR,2008,1.092
ISR,2009,1.057
ISR,2010,1.152
ISR,2011,1.15
ISR,2012,1.133
ISR,2013,1.104
ISR,2014,1.2
ISR,2015,1.275
ISR,2016,1.192
ISR,2017,1.189
ISR,2018,1.228
ISR,2019,1.213
ISR,2020,1.215
ISR,2021,1.248
ISR,2022,1.233
ISR,2023,1.174
ISR,2024,1.334
ITA,1995,1.233
ITA,1996,1.231
ITA,1997,1.187
ITA,1998,1.176
ITA,1999,1.159
ITA,2000,1.215
ITA,2001,1.219
ITA,2002,1.224
ITA,2003,1.222
ITA,2004,1.21
ITA,2005,1.146
ITA,2006,1.128
ITA,2007,1.181
ITA,2008,1.187
ITA,2009,1.183
ITA,2010,1.188
ITA,2011,1.192
ITA,2012,1.195
ITA,2013,1.213
ITA,2014,1.237
ITA,2015,1.251
ITA,2016,1.237
ITA,2017,1.195
ITA,2018,1.219
ITA,2019,1.186
ITA,2020,1.191
ITA,2021,1.2
ITA,2022,1.221
ITA,2023,1.211
ITA,2024,1.118
CIV,1995,-0.798
CIV,1996,-0.999
CIV,1997,-0.879
CIV,1998,-0.874
CIV,1999,-0.873
CIV,2000,-0.569
CIV,2001,-0.816
CIV,2002,-1.005
CIV,2003,-0.753
CIV,2004,-1.031
CIV,2005,-1.094
CIV,2006,-0.983
CIV,2007,-1.144
CIV,2008,-1.307
CIV,2009,-0.965
CIV,2010,-1.242
CIV,2011,-1.29
CIV,2012,-1.278
CIV,2013,-1.097
CIV,2014,-1.051
CIV,2015,-0.969
CIV,2016,-1.132
CIV,2017,-0.93
CIV,2018,-1.164
CIV,2019,-1.157
CIV,2020,-1.133
CIV,2021,-1.269
CIV,2022,-1.298
CIV,2023,-1.073
CIV,2024,-0.96
JAM,1995,-0.251
JAM,1996,-0.306
JAM,1997,-0.447
JAM,1998,-0.807
JAM,1999,-0.601
JAM,2000,-0.476
JAM,2001,-0.481
JAM,2002,-0.677
JAM,2003,-0.664
JAM,2004,-0.564
JAM,2005,-0.408
JAM,2006,-0.326
JAM,2007,-0.24
JAM,2008,-0.304
JAM,2009,-0.114
JAM,2010,-0.113
JAM,2011,-0.183
JAM,2012,-0.32
JAM,2013,-0.434
JAM,2014,-0.423
JAM,2015,-0.453
JAM,2016,-0.41
JAM,2017,-0.333
JAM,2018,-0.458
JAM,2019,-0.376
JAM,2020,-0.388
JAM,2021,-0.404
JAM,2022,-0.309
JAM,2023,-0.457
JAM,2024,-0.351
JPN,1995,1.933
JPN,1996,1.975
JPN,1997,1.892
JPN,1998,1.879
JPN,1999,1.909
JPN,2000,2.086
JPN,2001,2.007
JPN,2002,2.099
JPN,2003,2.058
JPN,2004,2.039
JPN,2005,1.912
JPN,2006,1.927
JPN,2007,1.97
JPN,2008,1.916
JPN,2009,1.96
JPN,2010,2.045
JPN,2011,2.08
JPN,2012,2.001
JPN,2013,2.016
JPN,2014,2.014
JPN,2015,2.091
JPN,2016,2.1
JPN,2017,2.005
JPN,2018,2.044
JPN,2019,2.047
JPN,2020,2.005
JPN,2021,2.021
JPN,2022,1.993
JPN,2023,1.916
JPN,2024,1.729
KAZ,1995,0.314
KAZ,1996,0.623
KAZ,1997,0.475
KAZ,1998,0.561
KAZ,1999,0.191
KAZ,2000,0.054
KAZ,2001,0.133
KAZ,2002,-0.027
KAZ,2003,0.078
KAZ,2004,-0.055
KAZ,2005,-0.011
KAZ,2006,-0.018
KAZ,2007,-0.124
KAZ,2008,-0.214
KAZ,2009,-0.401
KAZ,2010,-0.57
KAZ,2011,-0.3
KAZ,2012,-0.11
KAZ,2013,-0.371
KAZ,2014,-0.156
KAZ,2015,-0.259
KAZ,2016,-0.191
KAZ,2017,-0.298
KAZ,2018,-0.352
KAZ,2019,-0.177
KAZ,2020,-0.263
KAZ,2021,-0.47
KAZ,2022,0.245
KAZ,2023,0.436
KAZ,2024,0.363
JOR,1995,0.259
JOR,1996,0.296
JOR,1997,0.364
JOR,1998,0.339
JOR,1999,0.35
JOR,2000,0.492
JOR,2001,0.551
JOR,2002,0.383
JOR,2003,0.129
JOR,2004,0.309
JOR,2005,0.319
JOR,2006,0.215
JOR,2007,0.23
JOR,2008,0.24
JOR,2009,0.236
JOR,2010,0.282
JOR,2011,0.202
JOR,2012,0.261
JOR,2013,0.259
JOR,2014,0.303
JOR,2015,0.197
JOR,2016,0.009
JOR,2017,0.05
JOR,2018,0.032
JOR,2019,0.103
JOR,2020,0.081
JOR,2021,0.066
JOR,2022,0.083
JOR,2023,0.044
JOR,2024,0.088
KEN,1995,0.032
KEN,1996,-0.117
KEN,1997,-0.286
KEN,1998,-0.226
KEN,1999,-0.222
KEN,2000,-0.303
KEN,2001,-0.251
KEN,2002,-0.279
KEN,2003,-0.213
KEN,2004,-0.314
KEN,2005,-0.241
KEN,2006,-0.1
KEN,2007,-0.202
KEN,2008,-0.209
KEN,2009,-0.222
KEN,2010,-0.206
KEN,2011,-0.472
KEN,2012,-0.384
KEN,2013,-0.24
KEN,2014,-0.487
KEN,2015,-0.315
KEN,2016,-0.356
KEN,2017,-0.423
KEN,2018,-0.351
KEN,2019,-0.424
KEN,2020,-0.497
KEN,2021,-0.452
KEN,2022,-0.457
KEN,2023,-0.402
KEN,2024,-0.268
KOR,1995,1.103
KOR,1996,1.139
KOR,1997,1.156
KOR,1998,1.146
KOR,1999,1.157
KOR,2000,1.287
KOR,2001,1.338
KOR,2002,1.394
KOR,2003,1.438
KOR,2004,1.459
KOR,2005,1.447
KOR,2006,1.514
KOR,2007,1.556
KOR,2008,1.523
KOR,2009,1.562
KOR,2010,1.621
KOR,2011,1.688
KOR,2012,1.624
KOR,2013,1.659
KOR,2014,1.696
KOR,2015,1.748
KOR,2016,1.787
KOR,2017,1.755
KOR,2018,1.797
KOR,2019,1.807
KOR,2020,1.78
KOR,2021,1.77
KOR,2022,1.774
KOR,2023,1.724
KOR,2024,1.6
KWT,1995,0.423
KWT,1996,0.355
KWT,1997,0.423
KWT,1998,0.495
KWT,1999,0.393
KWT,2000,0.161
KWT,2001,0.139
KWT,2002,0.14
KWT,2003,0.01
KWT,2004,0.169
KWT,2005,0.292
KWT,2006,0.166
KWT,2007,0.292
KWT,2008,0.108
KWT,2009,0.083
KWT,2010,0.193
KWT,2011,0.029
KWT,2012,-0.353
KWT,2013,0.106
KWT,2014,-0.076
KWT,2015,-0.052
KWT,2016,-0.001
KWT,2017,-0.068
KWT,2018,-0.061
KWT,2019,0.318
KWT,2020,0.314
KWT,2021,0.249
KWT,2022,0.266
KWT,2023,0.067
KWT,2024,0.314
KGZ,1995,0.287
KGZ,1996,0.291
KGZ,1997,0.066
KGZ,1998,0.532
KGZ,1999,0.406
KGZ,2000,0.225
KGZ,2001,0.001
KGZ,2002,0.048
KGZ,2003,0.1
KGZ,2004,0.067
KGZ,2005,-0.119
KGZ,2006,-0.032
KGZ,2007,-0.249
KGZ,2008,-0.096
KGZ,2009,-0.239
KGZ,2010,-0.471
KGZ,2011,-0.387
KGZ,2012,-0.294
KGZ,2013,-0.206
KGZ,2014,-0.324
KGZ,2015,-0.107
KGZ,2016,-0.112
KGZ,2017,-0.243
KGZ,2018,-0.161
KGZ,2019,-0.13
KGZ,2020,-0.064
KGZ,2021,-0.216
KGZ,2022,-0.189
KGZ,2023,0.099
KGZ,2024,0.212
LAO,1995,-1.759
LAO,1996,-0.825
LAO,1997,-0.962
LAO,1998,-1.657
LAO,1999,-1.769
LAO,2000,-1.978
LAO,2001,-1.66
LAO,2002,-1.763
LAO,2003,-1.597
LAO,2004,-1.341
LAO,2005,-1.414
LAO,2006,-1.477
LAO,2007,-1.425
LAO,2008,-1.344
LAO,2009,-1.818
LAO,2010,-1.373
LAO,2011,-1.574
LAO,2012,-1.461
LAO,2013,-1.224
LAO,2014,-1.086
LAO,2015,-1.105
LAO,2016,-1.006
LAO,2017,-1.078
LAO,2018,-0.989
LAO,2019,-0.96
LAO,2020,-0.833
LAO,2021,-0.664
LAO,2022,-0.787
LAO,2023,-0.869
LAO,2024,-0.703
LBN,1995,0.205
LBN,1996,0.257
LBN,1997,0.402
LBN,1998,0.361
LBN,1999,0.318
LBN,2000,0.339
LBN,2001,0.34
LBN,2002,0.269
LBN,2003,0.308
LBN,2004,0.337
LBN,2005,0.415
LBN,2006,0.443
LBN,2007,0.497
LBN,2008,0.47
LBN,2009,0.483
LBN,2010,0.482
LBN,2011,0.364
LBN,2012,0.471
LBN,2013,0.379
LBN,2014,0.386
LBN,2015,0.364
LBN,2016,0.328
LBN,2017,0.345
LBN,2018,0.348
LBN,2019,0.335
LBN,2020,0.272
LBN,2021,0.3
LBN,2022,0.391
LBN,2023,0.391
LBN,2024,0.379
LVA,1995,0.678
LVA,1996,0.603
LVA,1997,0.604
LVA,1998,0.587
LVA,1999,0.515
LVA,2000,0.548
LVA,2001,0.592
LVA,2002,0.633
LVA,2003,0.69
LVA,2004,0.712
LVA,2005,0.687
LVA,2006,0.702
LVA,2007,0.713
LVA,2008,0.736
LVA,2009,0.71
LVA,2010,0.749
LVA,2011,0.786
LVA,2012,0.791
LVA,2013,0.782
LVA,2014,0.764
LVA,2015,0.784
LVA,2016,0.769
LVA,2017,0.819
LVA,2018,0.793
LVA,2019,0.804
LVA,2020,0.8
LVA,2021,0.818
LVA,2022,0.786
LVA,2023,0.76
LVA,2024,0.732
LBR,1995,-0.81
LBR,1996,-1.253
LBR,1997,-0.814
LBR,1998,-1.251
LBR,1999,-0.838
LBR,2000,-1.122
LBR,2001,-0.665
LBR,2002,-0.393
LBR,2003,-0.731
LBR,2004,-0.786
LBR,2005,-1.212
LBR,2006,-1.115
LBR,2007,-1.414
LBR,2008,-1.402
LBR,2009,-0.749
LBR,2010,-1.117
LBR,2011,-0.478
LBR,2012,-1.199
LBR,2013,-0.939
LBR,2014,-1.207
LBR,2015,-1.61
LBR,2016,-1.159
LBR,2017,-0.739
LBR,2018,-0.895
LBR,2019,-1.058
LBR,2020,-1.501
LBR,2021,-1.206
LBR,2022,-1.138
LBR,2023,-1.472
LBR,2024,-2.284
LBY,1995,-0.218
LBY,1996,-0.331
LBY,1997,0.57
LBY,1998,0.685
LBY,1999,-0.152
LBY,2000,-0.156
LBY,2001,-0.812
LBY,2002,-0.542
LBY,2003,-0.497
LBY,2004,-0.634
LBY,2005,-0.529
LBY,2006,-0.67
LBY,2007,-0.769
LBY,2008,-0.896
LBY,2009,-0.812
LBY,2010,-0.769
LBY,2011,-0.881
LBY,2012,-2.28
LBY,2013,-2.125
LBY,2014,-1.87
LBY,2015,-1.485
LBY,2016,-1.055
LBY,2017,-1.346
LBY,2018,-1.762
LBY,2019,-1.922
LBY,2020,-1.449
LBY,2021,-1.723
LBY,2022,-1.861
LBY,2023,-1.992
LBY,2024,-1.679
LTU,1995,0.624
LTU,1996,0.665
LTU,1997,0.61
LTU,1998,0.574
LTU,1999,0.533
LTU,2000,0.487
LTU,2001,0.516
LTU,2002,0.515
LTU,2003,0.506
LTU,2004,0.588
LTU,2005,0.631
LTU,2006,0.647
LTU,2007,0.675
LTU,2008,0.685
LTU,2009,0.656
LTU,2010,0.751
LTU,2011,0.783
LTU,2012,0.799
LTU,2013,0.801
LTU,2014,0.863
LTU,2015,0.852
LTU,2016,0.831
LTU,2017,0.861
LTU,2018,0.903
LTU,2019,0.924
LTU,2020,0.913
LTU,2021,0.937
LTU,2022,0.917
LTU,2023,0.893
LTU,2024,0.828
MDG,1995,-1.592
MDG,1996,-1.491
MDG,1997,-1.425
MDG,1998,-1.462
MDG,1999,-1.333
MDG,2000,-1.124
MDG,2001,-1.28
MDG,2002,-1.273
MDG,2003,-1.538
MDG,2004,-1.241
MDG,2005,-1.042
MDG,2006,-1.073
MDG,2007,-1.235
MDG,2008,-1.274
MDG,2009,-1.215
MDG,2010,-1.039
MDG,2011,-1.095
MDG,2012,-1.122
MDG,2013,-1.16
MDG,2014,-1.259
MDG,2015,-1.32
MDG,2016,-1.386
MDG,2017,-1.381
MDG,2018,-1.342
MDG,2019,-1.505
MDG,2020,-1.397
MDG,2021,-1.225
MDG,2022,-1.449
MDG,2023,-1.206
MDG,2024,-1.033
MWI,1995,-1.114
MWI,1996,-1.515
MWI,1997,-1.359
MWI,1998,-1.627
MWI,1999,-1.123
MWI,2000,-1.487
MWI,2001,-1.527
MWI,2002,-1.121
MWI,2003,-1.562
MWI,2004,-1.442
MWI,2005,-1.177
MWI,2006,-1.27
MWI,2007,-1.59
MWI,2008,-1.406
MWI,2009,-1.397
MWI,2010,-1.115
MWI,2011,-1.38
MWI,2012,-1.183
MWI,2013,-1.077
MWI,2014,-0.846
MWI,2015,-0.959
MWI,2016,-1.357
MWI,2017,-1.132
MWI,2018,-1.023
MWI,2019,-1.18
MWI,2020,-1.437
MWI,2021,-1.062
MWI,2022,-1.09
MWI,2023,-1.256
MWI,2024,-1.007
MYS,1995,0.614
MYS,1996,0.668
MYS,1997,0.624
MYS,1998,0.618
MYS,1999,0.649
MYS,2000,0.785
MYS,2001,0.885
MYS,2002,0.851
MYS,2003,0.839
MYS,2004,0.818
MYS,2005,0.809
MYS,2006,0.868
MYS,2007,0.869
MYS,2008,0.789
MYS,2009,0.852
MYS,2010,0.88
MYS,2011,0.927
MYS,2012,0.915
MYS,2013,0.954
MYS,2014,0.958
MYS,2015,0.959
MYS,2016,0.952
MYS,2017,0.938
MYS,2018,1.001
MYS,2019,1.031
MYS,2020,1.037
MYS,2021,1.089
MYS,2022,1.073
MYS,2023,0.951
MYS,2024,0.86
MLI,1995,-1.186
MLI,1996,-1.222
MLI,1997,-1.277
MLI,1998,-1.044
MLI,1999,-1.18
MLI,2000,-0.543
MLI,2001,-0.425
MLI,2002,-0.855
MLI,2003,-0.87
MLI,2004,-0.927
MLI,2005,-0.99
MLI,2006,-0.648
MLI,2007,-0.618
MLI,2008,-0.58
MLI,2009,-1.083
MLI,2010,-0.62
MLI,2011,-1.051
MLI,2012,-0.989
MLI,2013,-1.249
MLI,2014,-1.125
MLI,2015,-0.905
MLI,2016,-0.84
MLI,2017,-0.825
MLI,2018,-0.866
MLI,2019,-0.649
MLI,2020,-0.861
MLI,2021,-0.753
MLI,2022,-0.823
MLI,2023,-0.871
MLI,2024,-0.961
MRT,1995,-0.83
MRT,1996,-1.073
MRT,1997,-2.092
MRT,1998,-1.506
MRT,1999,-1.153
MRT,2000,-1.318
MRT,2001,-1.534
MRT,2002,-1.544
MRT,2003,-1.406
MRT,2004,-1.59
MRT,2005,-1.681
MRT,2006,-2.17
MRT,2007,-2.242
MRT,2008,-2.36
MRT,2009,-2.363
MRT,2010,-2.273
MRT,2011,-1.593
MRT,2012,-1.907
MRT,2013,-2.339
MRT,2014,-1.015
MRT,2015,-1.908
MRT,2016,-1.741
MRT,2017,-1.856
MRT,2018,-1.508
MRT,2019,-1.783
MRT,2020,-1.427
MRT,2021,-1.53
MRT,2022,-1.696
MRT,2023,-1.306
MRT,2024,-1.216
MUS,1995,-0.367
MUS,1996,-0.536
MUS,1997,-0.378
MUS,1998,-0.341
MUS,1999,-0.393
MUS,2000,-0.305
MUS,2001,-0.034
MUS,2002,-0.244
MUS,2003,-0.216
MUS,2004,-0.052
MUS,2005,0.04
MUS,2006,-0.009
MUS,2007,-0.14
MUS,2008,-0.041
MUS,2009,0.009
MUS,2010,0.066
MUS,2011,-0.075
MUS,2012,0.145
MUS,2013,0.086
MUS,2014,0.13
MUS,2015,0.019
MUS,2016,-0.039
MUS,2017,0.108
MUS,2018,0.15
MUS,2019,0.091
MUS,2020,0.108
MUS,2021,0.232
MUS,2022,0.157
MUS,2023,0.156
MUS,2024,0.287
MEX,1995,0.795
MEX,1996,0.79
MEX,1997,0.791
MEX,1998,0.783
MEX,1999,0.81
MEX,2000,0.896
MEX,2001,0.929
MEX,2002,0.948
MEX,2003,0.961
MEX,2004,0.934
MEX,2005,0.926
MEX,2006,0.93
MEX,2007,0.902
MEX,2008,0.906
MEX,2009,0.924
MEX,2010,0.969
MEX,2011,0.938
MEX,2012,0.966
MEX,2013,0.934
MEX,2014,0.957
MEX,2015,0.983
MEX,2016,0.936
MEX,2017,0.932
MEX,2018,0.925
MEX,2019,0.953
MEX,2020,0.897
MEX,2021,0.933
MEX,2022,0.908
MEX,2023,0.931
MEX,2024,0.942
MNG,1995,-0.912
MNG,1996,-0.376
MNG,1997,-0.341
MNG,1998,-0.61
MNG,1999,-0.467
MNG,2000,-0.758
MNG,2001,-0.855
MNG,2002,-1.019
MNG,2003,-1.111
MNG,2004,-1.057
MNG,2005,-1.019
MNG,2006,-1.028
MNG,2007,-1.12
MNG,2008,-1.346
MNG,2009,-1.136
MNG,2010,-1.647
MNG,2011,-1.466
MNG,2012,-1.535
MNG,2013,-1.318
MNG,2014,-1.541
MNG,2015,-1.416
MNG,2016,-1.127
MNG,2017,-1.21
MNG,2018,-1.316
MNG,2019,-1.274
MNG,2020,-1.087
MNG,2021,-1.541
MNG,2022,-1.433
MNG,2023,-1.181
MNG,2024,-1.568
MDA,1995,0.404
MDA,1996,0.349
MDA,1997,0.195
MDA,1998,0.15
MDA,1999,0.083
MDA,2000,0.113
MDA,2001,0.028
MDA,2002,-0.064
MDA,2003,-0.021
MDA,2004,-0.02
MDA,2005,0.013
MDA,2006,0.064
MDA,2007,0.146
MDA,2008,0.305
MDA,2009,0.058
MDA,2010,-0.002
MDA,2011,0.026
MDA,2012,0.173
MDA,2013,0.149
MDA,2014,-0.008
MDA,2015,-0.078
MDA,2016,-0.048
MDA,2017,0.019
MDA,2018,-0.015
MDA,2019,-0.034
MDA,2020,0.066
MDA,2021,0.048
MDA,2022,0.123
MDA,2023,0.183
MDA,2024,0.203
MAR,1995,-0.492
MAR,1996,-0.553
MAR,1997,-0.476
MAR,1998,-0.494
MAR,1999,-0.455
MAR,2000,-0.511
MAR,2001,-0.501
MAR,2002,-0.457
MAR,2003,-0.421
MAR,2004,-0.362
MAR,2005,-0.289
MAR,2006,-0.318
MAR,2007,-0.35
MAR,2008,-0.327
MAR,2009,-0.307
MAR,2010,-0.353
MAR,2011,-0.428
MAR,2012,-0.301
MAR,2013,-0.327
MAR,2014,-0.321
MAR,2015,-0.432
MAR,2016,-0.402
MAR,2017,-0.334
MAR,2018,-0.349
MAR,2019,-0.397
MAR,2020,-0.278
MAR,2021,-0.316
MAR,2022,-0.386
MAR,2023,-0.203
MAR,2024,-0.05
MOZ,1995,-1.535
MOZ,1996,-1.651
MOZ,1997,-0.991
MOZ,1998,-1.637
MOZ,1999,-1.416
MOZ,2000,-0.929
MOZ,2001,-1.677
MOZ,2002,-1.547
MOZ,2003,-1.355
MOZ,2004,-0.971
MOZ,2005,-1.754
MOZ,2006,-1.431
MOZ,2007,-1.29
MOZ,2008,-1.186
MOZ,2009,-0.926
MOZ,2010,-1.687
MOZ,2011,-1.285
MOZ,2012,-1.506
MOZ,2013,-1.308
MOZ,2014,-1.306
MOZ,2015,-1.25
MOZ,2016,-1.458
MOZ,2017,-1.579
MOZ,2018,-1.477
MOZ,2019,-1.533
MOZ,2020,-1.547
MOZ,2021,-1.491
MOZ,2022,-1.57
MOZ,2023,-1.648
MOZ,2024,-1.227
OMN,1995,-0.121
OMN,1996,-0.146
OMN,1997,-0.048
OMN,1998,-0.056
OMN,1999,-0.056
OMN,2000,-0.36
OMN,2001,-0.116
OMN,2002,-0.139
OMN,2003,-0.352
OMN,2004,-0.302
OMN,2005,-0.107
OMN,2006,-0.311
OMN,2007,-0.208
OMN,2008,-0.265
OMN,2009,-0.313
OMN,2010,-0.31
OMN,2011,-0.312
OMN,2012,-0.352
OMN,2013,-0.35
OMN,2014,-0.273
OMN,2015,-0.323
OMN,2016,-0.314
OMN,2017,-0.143
OMN,2018,-0.166
OMN,2019,-0.075
OMN,2020,-0.055
OMN,2021,-0.202
OMN,2022,-0.145
OMN,2023,-0.27
OMN,2024,-0.546
NAM,2000,-0.36
NAM,2001,-0.408
NAM,2002,-0.066
NAM,2003,-0.057
NAM,2004,-0.228
NAM,2005,-0.274
NAM,2006,-0.308
NAM,2007,-0.296
NAM,2008,-0.012
NAM,2009,0.14
NAM,2010,-0.085
NAM,2011,-0.148
NAM,2012,0.006
NAM,2013,0.014
NAM,2014,-0.031
NAM,2015,-0.3
NAM,2016,-0.412
NAM,2017,-0.366
NAM,2018,-0.499
NAM,2019,-0.422
NAM,2020,-0.526
NAM,2021,-0.65
NAM,2022,-0.572
NAM,2023,-0.767
NAM,2024,-0.52
NPL,1995,-0.609
NPL,1996,-0.506
NPL,1997,-0.413
NPL,1998,-0.619
NPL,1999,-0.421
NPL,2000,-0.403
NPL,2001,-0.533
NPL,2002,-0.382
NPL,2003,-0.315
NPL,2004,-0.307
NPL,2005,-0.228
NPL,2006,-0.225
NPL,2007,-0.232
NPL,2008,-0.166
NPL,2009,-0.254
NPL,2010,-0.196
NPL,2011,-0.358
NPL,2012,-0.198
NPL,2013,-0.164
NPL,2014,-0.096
NPL,2015,-0.114
NPL,2016,-0.238
NPL,2017,-0.092
NPL,2018,-0.208
NPL,2019,-0.187
NPL,2020,-0.232
NPL,2021,-0.364
NPL,2022,-0.193
NPL,2023,-0.116
NPL,2024,-0.102
NLD,1995,1.055
NLD,1996,1.04
NLD,1997,1.02
NLD,1998,0.996
NLD,1999,1.038
NLD,2000,1.077
NLD,2001,1.086
NLD,2002,1.076
NLD,2003,1.078
NLD,2004,1.03
NLD,2005,1.002
NLD,2006,1.011
NLD,2007,1.002
NLD,2008,1
NLD,2009,1.004
NLD,2010,1.061
NLD,2011,1.05
NLD,2012,1.022
NLD,2013,1.039
NLD,2014,1.03
NLD,2015,1.047
NLD,2016,1.022
NLD,2017,0.995
NLD,2018,1.01
NLD,2019,1.007
NLD,2020,1.002
NLD,2021,1.01
NLD,2022,0.999
NLD,2023,0.993
NLD,2024,0.948
NZL,1995,0.666
NZL,1996,0.609
NZL,1997,0.625
NZL,1998,0.657
NZL,1999,0.634
NZL,2000,0.623
NZL,2001,0.61
NZL,2002,0.604
NZL,2003,0.615
NZL,2004,0.597
NZL,2005,0.623
NZL,2006,0.64
NZL,2007,0.58
NZL,2008,0.62
NZL,2009,0.54
NZL,2010,0.532
NZL,2011,0.565
NZL,2012,0.577
NZL,2013,0.557
NZL,2014,0.529
NZL,2015,0.504
NZL,2016,0.477
NZL,2017,0.484
NZL,2018,0.46
NZL,2019,0.472
NZL,2020,0.429
NZL,2021,0.439
NZL,2022,0.485
NZL,2023,0.473
NZL,2024,0.523
NIC,1995,-0.495
NIC,1996,-0.968
NIC,1997,-0.924
NIC,1998,-0.95
NIC,1999,-0.705
NIC,2000,-0.877
NIC,2001,-0.797
NIC,2002,-1.091
NIC,2003,-0.95
NIC,2004,-1.049
NIC,2005,-1.022
NIC,2006,-0.902
NIC,2007,-0.993
NIC,2008,-1.061
NIC,2009,-1.09
NIC,2010,-1.058
NIC,2011,-1.191
NIC,2012,-1.088
NIC,2013,-1.065
NIC,2014,-1.041
NIC,2015,-1.28
NIC,2016,-1.197
NIC,2017,-1.108
NIC,2018,-1.017
NIC,2019,-1.176
NIC,2020,-1.098
NIC,2021,-1.107
NIC,2022,-1.162
NIC,2023,-1.11
NIC,2024,-0.891
NER,1995,-0.803
NER,1996,-0.673
NER,1997,-0.449
NER,1998,-0.742
NER,1999,-0.631
NER,2000,-0.491
NER,2001,-0.403
NER,2002,-0.458
NER,2003,-0.589
NER,2004,-0.773
NER,2005,-0.212
NER,2006,-0.052
NER,2007,-0.151
NER,2008,-0.46
NER,2009,-0.987
NER,2010,-0.527
NER,2011,-1.015
NER,2012,-1.215
NER,2013,-1.455
NER,2014,-0.906
NER,2015,-1.308
NER,2016,-0.675
NER,2017,-0.699
NER,2018,-0.569
NER,2019,-0.705
NER,2020,-0.764
NER,2021,-0.94
NER,2022,-0.399
NER,2023,-1.02
NER,2024,-0.835
NGA,1995,-2.447
NGA,1996,-1.623
NGA,1997,-2.124
NGA,1998,-1.843
NGA,1999,-2.048
NGA,2000,-2.464
NGA,2001,-2.457
NGA,2002,-1.976
NGA,2003,-1.962
NGA,2004,-2.901
NGA,2005,-2.807
NGA,2006,-2.291
NGA,2007,-1.763
NGA,2008,-1.807
NGA,2009,-1.65
NGA,2010,-1.896
NGA,2011,-1.78
NGA,2012,-2.311
NGA,2013,-1.987
NGA,2014,-1.584
NGA,2015,-1.7
NGA,2016,-2.106
NGA,2017,-2.266
NGA,2018,-2.198
NGA,2019,-1.989
NGA,2020,-2.054
NGA,2021,-2.05
NGA,2022,-2.4
NGA,2023,-2.297
NGA,2024,-2.281
NOR,1995,1.244
NOR,1996,1.251
NOR,1997,1.203
NOR,1998,1.236
NOR,1999,1.213
NOR,2000,1.283
NOR,2001,1.233
NOR,2002,1.265
NOR,2003,1.282
NOR,2004,1.253
NOR,2005,1.187
NOR,2006,1.156
NOR,2007,1.139
NOR,2008,1.128
NOR,2009,1.151
NOR,2010,1.105
NOR,2011,1.182
NOR,2012,1.004
NOR,2013,0.995
NOR,2014,1.007
NOR,2015,1.054
NOR,2016,1.01
NOR,2017,0.937
NOR,2018,0.922
NOR,2019,0.962
NOR,2020,0.97
NOR,2021,0.854
NOR,2022,0.786
NOR,2023,0.732
NOR,2024,0.726
PAK,1995,-0.564
PAK,1996,-0.594
PAK,1997,-0.467
PAK,1998,-0.525
PAK,1999,-0.495
PAK,2000,-0.52
PAK,2001,-0.443
PAK,2002,-0.464
PAK,2003,-0.482
PAK,2004,-0.44
