Code,Year,TFP
CHL,1969,1.0831367
CHL,1970,1.0838146
CHL,1971,1.0930315
CHL,1972,1.0276068
CHL,1973,0.94632953
CHL,1974,0.9471971
CHL,1975,0.8088142
CHL,1976,0.81123275
CHL,1977,0.85641825
CHL,1978,0.8939933
CHL,1979,0.92704
CHL,1980,0.9418257
CHL,1981,0.94549596
CHL,1982,0.8365774
CHL,1983,0.7814888
CHL,1984,0.7998339
CHL,1985,0.7872469
CHL,1986,0.80251145
CHL,1987,0.8324398
CHL,1988,0.86306745
CHL,1989,0.90627664
CHL,1990,0.89716476
CHL,1991,0.9322476
CHL,1992,0.99034166
CHL,1993,1.0171704
CHL,1994,1.034754
CHL,1995,1.0766045
CHL,1996,1.0912224
CHL,1997,1.1176007
CHL,1998,1.0957758
CHL,1999,1.0697799
CHL,2000,1.0754514
CHL,2001,1.0739566
CHL,2002,1.0639421
CHL,2003,1.0694257
CHL,2004,1.0906758
CHL,2005,1.1005614
CHL,2006,1.0966445
CHL,2007,1.0931687
CHL,2008,1.0766135
CHL,2009,1.0285883
CHL,2010,1.0355221
CHL,2011,1.0392342
CHL,2012,1.0405397
CHL,2013,1.0232389
CHL,2014,1.0088176
CHL,2015,0.99244136
CHL,2016,0.9820885
CHL,2017,0.9719442
CHL,2018,0.98402673
CHL,2019,0.9624961
CHL,2020,0.9637323
CHL,2021,1
CHL,2022,0.95525146
CHL,2023,0.9289556
CHN,1956,0.29400626
CHN,1957,0.29075208
CHN,1958,0.29332277
CHN,1959,0.27349997
CHN,1960,0.27771923
CHN,1961,0.2275206
CHN,1962,0.2283673
CHN,1963,0.23786817
CHN,1964,0.25911936
CHN,1965,0.27840737
CHN,1966,0.28367108
CHN,1967,0.26099887
CHN,1968,0.24216083
CHN,1969,0.252318
CHN,1970,0.26300448
CHN,1971,0.26268062
CHN,1972,0.25727868
CHN,1973,0.26276135
CHN,1974,0.2528657
CHN,1975,0.2575688
CHN,1976,0.2396714
CHN,1977,0.24448805
CHN,1978,0.2566754
CHN,1979,0.25923637
CHN,1980,0.26188275
CHN,1981,0.25887787
CHN,1982,0.26334107
CHN,1983,0.27552858
CHN,1984,0.29821786
CHN,1985,0.31678468
CHN,1986,0.32512242
CHN,1987,0.34312078
CHN,1988,0.35832596
CHN,1989,0.3544043
CHN,1990,0.3519046
CHN,1991,0.36607647
CHN,1992,0.39603782
CHN,1993,0.42151898
CHN,1994,0.44615412
CHN,1995,0.46572566
CHN,1996,0.48032552
CHN,1997,0.49288148
CHN,1998,0.49661994
CHN,1999,0.5018597
CHN,2000,0.51245576
CHN,2001,0.524457
CHN,2002,0.5405714
CHN,2003,0.5591772
CHN,2004,0.5800504
CHN,2005,0.59212106
CHN,2006,0.63392216
CHN,2007,0.70097435
CHN,2008,0.73548687
CHN,2009,0.753161
CHN,2010,0.7595242
CHN,2011,0.788436
CHN,2012,0.80022717
CHN,2013,0.8112967
CHN,2014,0.8292184
CHN,2015,0.8511131
CHN,2016,0.87279534
CHN,2017,0.89887655
CHN,2018,0.9245694
CHN,2019,0.9467534
CHN,2020,0.95937437
CHN,2021,1
CHN,2022,0.99539447
CHN,2023,1.0137264
COL,1954,0.986785
COL,1955,0.9753877
COL,1956,0.95363986
COL,1957,0.92265266
COL,1958,0.9057781
COL,1959,0.93984884
COL,1960,0.95677114
COL,1961,0.97097194
COL,1962,0.98367226
COL,1963,0.9821415
COL,1964,1.0210873
COL,1965,0.99720746
COL,1966,1.0098032
COL,1967,1.0100018
COL,1968,1.0279354
COL,1969,1.0482613
COL,1970,1.0638461
COL,1971,1.0718445
COL,1972,1.102926
COL,1973,1.125802
COL,1974,1.1358007
COL,1975,1.1035467
COL,1976,1.1052904
COL,1977,1.0994699
COL,1978,1.143946
COL,1979,1.1545056
COL,1980,1.1522499
COL,1981,1.1174152
COL,1982,1.0873307
COL,1983,1.0767295
COL,1984,1.0839741
COL,1985,1.0838417
COL,1986,1.1043217
COL,1987,1.1109837
COL,1988,1.1073079
COL,1989,1.0967276
COL,1990,1.1099445
COL,1991,1.083977
COL,1992,1.098837
COL,1993,1.0825526
COL,1994,1.0712756
COL,1995,1.0674605
COL,1996,1.0513505
COL,1997,1.0489388
COL,1998,1.0312972
COL,1999,0.98727506
COL,2000,0.9791153
COL,2001,0.98241574
COL,2002,0.96400124
COL,2003,0.9695262
COL,2004,0.9862965
COL,2005,0.98604935
COL,2006,0.99508196
COL,2007,0.9915318
COL,2008,0.97869986
COL,2009,0.96588093
COL,2010,0.97018915
COL,2011,0.9905114
COL,2012,0.99001795
COL,2013,1.0027949
COL,2014,1.0146819
COL,2015,0.9988285
COL,2016,0.9930336
COL,2017,0.9837906
COL,2018,0.9820841
COL,2019,0.99029565
COL,2020,1.0182022
COL,2021,1
COL,2022,1.0008943
COL,2023,0.98316395
CRI,1954,0.90510106
CRI,1955,0.96285385
CRI,1956,0.9164191
CRI,1957,0.9433262
CRI,1958,1.0286049
CRI,1959,1.0070542
CRI,1960,1.0540588
CRI,1961,1.007958
CRI,1962,1.0264338
CRI,1963,1.0469483
CRI,1964,1.0532126
CRI,1965,1.1058061
CRI,1966,1.1169791
CRI,1967,1.1362406
CRI,1968,1.1856067
CRI,1969,1.1962168
CRI,1970,1.2368686
CRI,1971,1.2329222
CRI,1972,1.2438734
CRI,1973,1.2525231
CRI,1974,1.2475785
CRI,1975,1.2015908
CRI,1976,1.1832261
CRI,1977,1.1929257
CRI,1978,1.1794821
CRI,1979,1.1537063
CRI,1980,1.1088623
CRI,1981,1.062324
CRI,1982,0.9714115
CRI,1983,0.96189874
CRI,1984,0.9813681
CRI,1985,0.94454056
CRI,1986,0.9571867
CRI,1987,0.9464227
CRI,1988,0.9412376
CRI,1989,0.9391439
CRI,1990,0.9164711
CRI,1991,0.9264736
CRI,1992,0.93320984
CRI,1993,0.9470933
CRI,1994,0.9337547
CRI,1995,0.934007
CRI,1996,0.8993562
CRI,1997,0.8991541
CRI,1998,0.90127444
CRI,1999,0.8861402
CRI,2000,0.875981
CRI,2001,0.876691
CRI,2002,0.86061144
CRI,2003,0.86045957
CRI,2004,0.8544682
CRI,2005,0.85140276
CRI,2006,0.8719356
CRI,2007,0.88825554
CRI,2008,0.8886369
CRI,2009,0.8755197
CRI,2010,0.9118694
CRI,2011,0.9073299
CRI,2012,0.94026464
CRI,2013,0.94343
CRI,2014,0.94782925
CRI,2015,0.94284153
CRI,2016,0.9327628
CRI,2017,0.94302267
CRI,2018,0.9583622
CRI,2019,0.964836
CRI,2020,1.0061431
CRI,2021,1
CRI,2022,0.9833648
CRI,2023,1.0308203
CIV,1964,1.4186081
CIV,1965,1.2776098
CIV,1966,1.3232447
CIV,1967,1.3035355
CIV,1968,1.413747
CIV,1969,1.4247044
CIV,1970,1.4783313
CIV,1971,1.5262951
CIV,1972,1.5017536
CIV,1973,1.4895025
CIV,1974,1.4826422
CIV,1975,1.5318766
CIV,1976,1.6158743
CIV,1977,1.5725826
CIV,1978,1.5987766
CIV,1979,1.5319095
CIV,1980,1.3047929
CIV,1981,1.2871277
CIV,1982,1.2375475
CIV,1983,1.1381496
CIV,1984,1.0675914
CIV,1985,1.0793384
CIV,1986,1.0875887
CIV,1987,1.0493014
CIV,1988,1.0269178
CIV,1989,1.1107846
CIV,1990,1.0744348
CIV,1991,1.0341684
CIV,1992,0.997323
CIV,1993,0.9505105
CIV,1994,0.9327226
CIV,1995,0.9538276
CIV,1996,0.9706526
CIV,1997,0.9776514
CIV,1998,0.9803342
CIV,1999,0.9620921
CIV,2000,0.92514646
CIV,2001,0.9213139
CIV,2002,0.8947893
CIV,2003,0.87659496
CIV,2004,0.8753065
CIV,2005,0.87976307
CIV,2006,0.8785636
CIV,2007,0.873192
CIV,2008,0.8701747
CIV,2009,0.8719777
CIV,2010,0.90141153
CIV,2011,0.89205927
CIV,2012,0.9881459
CIV,2013,1.0455459
CIV,2014,1.0942439
CIV,2015,1.1358787
CIV,2016,1.1073009
CIV,2017,1.1048199
CIV,2018,1.077304
CIV,2019,1.070799
CIV,2020,1.0149724
CIV,2021,1
CIV,2022,0.9770729
CIV,2023,0.96511555
HRV,1994,0.88139266
HRV,1995,0.9548735
HRV,1996,1.0005385
HRV,1997,1.0465037
HRV,1998,1.06288
HRV,1999,1.0414455
HRV,2000,1.0593754
HRV,2001,1.0517938
HRV,2002,1.0837554
HRV,2003,1.0964649
HRV,2004,1.1065692
HRV,2005,1.118965
HRV,2006,1.1204785
HRV,2007,1.1213659
HRV,2008,1.0945582
HRV,2009,1.0068476
HRV,2010,1.0008829
HRV,2011,1.016195
HRV,2012,1.0109451
HRV,2013,1.0207283
HRV,2014,0.9946013
HRV,2015,1.0183355
HRV,2016,1.0347286
HRV,2017,1.0426886
HRV,2018,1.0464022
HRV,2019,0.9934159
HRV,2020,0.9074548
HRV,2021,1
HRV,2022,1.0416406
HRV,2023,1.0421765
CYP,1954,0.3847434
CYP,1955,0.37822172
CYP,1956,0.42221037
CYP,1957,0.4478682
CYP,1958,0.41186106
CYP,1959,0.42332274
CYP,1960,0.3737583
CYP,1961,0.4006433
CYP,1962,0.4226686
CYP,1963,0.43132946
CYP,1964,0.3832488
CYP,1965,0.4455628
CYP,1966,0.46137792
CYP,1967,0.5074412
CYP,1968,0.5198948
CYP,1969,0.54683477
CYP,1970,0.547424
CYP,1971,0.59741634
CYP,1972,0.6151003
CYP,1973,0.6120362
CYP,1974,0.5755069
CYP,1975,0.48252958
CYP,1976,0.57234246
CYP,1977,0.6121554
CYP,1978,0.6229114
CYP,1979,0.6438195
CYP,1980,0.64404136
CYP,1981,0.6384331
CYP,1982,0.65340346
CYP,1983,0.66108084
CYP,1984,0.674788
CYP,1985,0.6745904
CYP,1986,0.6882194
CYP,1987,0.71282506
CYP,1988,0.73255974
CYP,1989,0.744537
CYP,1990,0.7728609
CYP,1991,0.7620769
CYP,1992,0.79196936
CYP,1993,0.77915466
CYP,1994,0.8009487
CYP,1995,0.84868336
CYP,1996,0.8464911
CYP,1997,0.8499068
CYP,1998,0.88585013
CYP,1999,0.90462714
CYP,2000,0.9336937
CYP,2001,0.94140327
CYP,2002,0.95618993
CYP,2003,0.9516285
CYP,2004,0.97347856
CYP,2005,0.99384916
CYP,2006,1.0095577
CYP,2007,1.001854
CYP,2008,0.98838085
CYP,2009,0.95627636
CYP,2010,0.9579376
CYP,2011,0.9471989
CYP,2012,0.9284325
CYP,2013,0.9036783
CYP,2014,0.8932432
CYP,2015,0.90796757
CYP,2016,0.9233074
CYP,2017,0.93258387
CYP,2018,0.95122397
CYP,2019,0.9706455
CYP,2020,0.95291466
CYP,2021,1
CYP,2022,1.028374
CYP,2023,1.0276175
CZE,1994,0.78611225
CZE,1995,0.8032318
CZE,1996,0.8014378
CZE,1997,0.77308345
CZE,1998,0.75360936
CZE,1999,0.75044096
CZE,2000,0.76340413
CZE,2001,0.7864029
CZE,2002,0.7848865
CZE,2003,0.8061163
CZE,2004,0.8299774
CZE,2005,0.8645315
CZE,2006,0.90547067
CZE,2007,0.9318483
CZE,2008,0.9288577
CZE,2009,0.88832325
CZE,2010,0.9040317
CZE,2011,0.9085084
CZE,2012,0.90052444
CZE,2013,0.8950046
CZE,2014,0.903591
CZE,2015,0.9376672
CZE,2016,0.94112223
CZE,2017,0.97358096
CZE,2018,0.98222494
CZE,2019,1.0064206
CZE,2020,0.990911
CZE,2021,1
CZE,2022,0.9977336
CZE,2023,0.98177296
DNK,1954,0.5623593
DNK,1955,0.5763478
DNK,1956,0.5828882
DNK,1957,0.5947876
DNK,1958,0.6007939
DNK,1959,0.62738806
DNK,1960,0.6417956
DNK,1961,0.6583085
DNK,1962,0.6709003
DNK,1963,0.6579097
DNK,1964,0.68200374
DNK,1965,0.6790157
DNK,1966,0.6751874
DNK,1967,0.70296025
DNK,1968,0.7311595
DNK,1969,0.7581673
DNK,1970,0.7504506
DNK,1971,0.7665499
DNK,1972,0.78247124
DNK,1973,0.8048645
DNK,1974,0.7892254
DNK,1975,0.79453653
DNK,1976,0.8133657
DNK,1977,0.82283825
DNK,1978,0.8296272
DNK,1979,0.84545463
DNK,1980,0.82467026
DNK,1981,0.83009994
DNK,1982,0.84758174
DNK,1983,0.86088014
DNK,1984,0.87816715
DNK,1985,0.8904184
DNK,1986,0.8984753
DNK,1987,0.8970693
DNK,1988,0.8986474
DNK,1989,0.89941865
DNK,1990,0.9095742
DNK,1991,0.9168588
DNK,1992,0.92245895
DNK,1993,0.92215645
DNK,1994,0.9644366
DNK,1995,0.9691461
DNK,1996,0.978133
DNK,1997,0.97418576
DNK,1998,0.96241707
DNK,1999,0.96096975
DNK,2000,0.9709221
DNK,2001,0.95849967
DNK,2002,0.95265526
DNK,2003,0.9534967
DNK,2004,0.971465
DNK,2005,0.9762308
DNK,2006,0.9810148
DNK,2007,0.97138375
DNK,2008,0.9485099
DNK,2009,0.9188128
DNK,2010,0.9398379
DNK,2011,0.9410314
DNK,2012,0.9438902
DNK,2013,0.9481638
DNK,2014,0.9527692
DNK,2015,0.9578022
DNK,2016,0.96432287
DNK,2017,0.9768104
DNK,2018,0.98387897
DNK,2019,0.9859562
DNK,2020,0.9782675
DNK,2021,1
DNK,2022,0.98061454
DNK,2023,0.9884008
DOM,1955,0.9220222
DOM,1956,0.98039305
DOM,1957,1.0011383
DOM,1958,1.02076
DOM,1959,1.0564923
DOM,1960,1.1608666
DOM,1961,1.1119612
DOM,1962,1.2576524
DOM,1963,1.2801718
DOM,1964,1.2912667
DOM,1965,1.1102571
DOM,1966,1.1750189
DOM,1967,1.157047
DOM,1968,1.1075472
DOM,1969,1.1533716
DOM,1970,1.2979121
DOM,1971,1.353939
DOM,1972,1.3931628
DOM,1973,1.4640887
DOM,1974,1.4605035
DOM,1975,1.447875
DOM,1976,1.4553747
DOM,1977,1.4370043
DOM,1978,1.383211
DOM,1979,1.3596365
DOM,1980,1.3909035
DOM,1981,1.3792697
DOM,1982,1.3529311
DOM,1983,1.3470843
DOM,1984,1.2906555
DOM,1985,1.2138517
DOM,1986,1.2172716
DOM,1987,1.2746248
DOM,1988,1.2357713
DOM,1989,1.2256888
DOM,1990,0.8603981
DOM,1991,0.8188957
DOM,1992,0.8585285
DOM,1993,0.88075095
DOM,1994,0.8780276
DOM,1995,0.9028029
DOM,1996,0.94618773
DOM,1997,0.95235705
DOM,1998,0.9043634
DOM,1999,0.9068361
DOM,2000,0.9252292
DOM,2001,0.9207021
DOM,2002,0.93391347
DOM,2003,0.91311246
DOM,2004,0.8903756
DOM,2005,0.9363186
DOM,2006,0.9844635
DOM,2007,1.0095991
DOM,2008,0.9805718
DOM,2009,0.9576007
DOM,2010,0.9864032
DOM,2011,0.9694068
DOM,2012,0.9563162
DOM,2013,0.9644867
DOM,2014,0.97133815
DOM,2015,0.9906525
DOM,2016,1.0033324
DOM,2017,1.0013446
DOM,2018,1.0151535
DOM,2019,1.0182947
DOM,2020,1.0000548
DOM,2021,1
DOM,2022,0.99197555
DOM,2023,0.9609171
ECU,1954,0.72988075
ECU,1955,0.7233988
ECU,1956,0.7145355
ECU,1957,0.7141906
ECU,1958,0.7113075
ECU,1959,0.71061265
ECU,1960,0.7212343
ECU,1961,0.7298321
ECU,1962,0.7345233
ECU,1963,0.72513133
ECU,1964,0.7485057
ECU,1965,0.7425983
ECU,1966,0.73196495
ECU,1967,0.7532164
ECU,1968,0.75139356
ECU,1969,0.7413727
ECU,1970,0.76920176
ECU,1971,0.75916314
ECU,1972,0.787422
ECU,1973,0.81000835
ECU,1974,0.87142533
ECU,1975,0.9267541
ECU,1976,0.9285763
ECU,1977,0.8917769
ECU,1978,0.879788
ECU,1979,0.8687232
ECU,1980,0.854983
ECU,1981,0.8969386
ECU,1982,0.87495357
ECU,1983,0.84821
ECU,1984,0.8386532
ECU,1985,0.84456784
ECU,1986,0.84475636
ECU,1987,0.836802
ECU,1988,0.83355093
ECU,1989,0.8188026
ECU,1990,0.8388496
ECU,1991,0.8459585
ECU,1992,0.8370004
ECU,1993,0.8276997
ECU,1994,0.82615995
ECU,1995,0.8171515
ECU,1996,0.83134466
ECU,1997,0.82847166
ECU,1998,0.83200455
ECU,1999,0.847256
ECU,2000,0.85307604
ECU,2001,0.8586727
ECU,2002,0.8751151
ECU,2003,0.8741756
ECU,2004,0.899354
ECU,2005,0.91417336
ECU,2006,0.9328161
ECU,2007,0.92847615
ECU,2008,0.9501098
ECU,2009,0.9402994
ECU,2010,0.9443125
ECU,2011,0.9896467
ECU,2012,1.0173228
ECU,2013,1.0453029
ECU,2014,1.0543249
ECU,2015,1.0343467
ECU,2016,1.0294263
ECU,2017,1.0595764
ECU,2018,1.040639
ECU,2019,1.0315527
ECU,2020,1.0199772
ECU,2021,1
ECU,2022,1.0352724
ECU,2023,1.038849
EGY,1962,1.0799937
EGY,1963,1.0552759
EGY,1964,1.1734644
EGY,1965,1.1577501
EGY,1966,1.0967723
EGY,1967,1.0780529
EGY,1968,1.1088881
EGY,1969,1.1540056
EGY,1970,1.3212116
EGY,1971,1.3329045
EGY,1972,1.3552796
EGY,1973,1.2955502
EGY,1974,1.2519978
EGY,1975,1.2196597
EGY,1976,1.2372462
EGY,1977,1.2189821
EGY,1978,1.1995429
EGY,1979,1.2000396
EGY,1980,1.1941075
EGY,1981,1.1186155
EGY,1982,1.1213921
EGY,1983,1.0792559
EGY,1984,1.0774776
EGY,1985,1.0544411
EGY,1986,1.0387441
EGY,1987,0.9948039
EGY,1988,0.9770581
EGY,1989,0.9669155
EGY,1990,0.97360194
EGY,1991,0.9519382
EGY,1992,0.97116315
EGY,1993,0.97376066
EGY,1994,0.9742727
EGY,1995,0.97278374
EGY,1996,0.9862924
EGY,1997,0.98476064
EGY,1998,0.96350026
EGY,1999,0.9643021
EGY,2000,0.97592366
EGY,2001,0.97353315
EGY,2002,0.9715536
EGY,2003,0.9733457
EGY,2004,0.9790305
EGY,2005,0.9787938
EGY,2006,0.9956913
EGY,2007,0.9907008
EGY,2008,0.9903372
EGY,2009,0.9786264
EGY,2010,0.9685596
EGY,2011,0.96940964
EGY,2012,0.958689
EGY,2013,0.954232
EGY,2014,0.9558565
EGY,2015,0.96200335
EGY,2016,0.98975694
EGY,2017,0.975647
EGY,2018,0.97261393
EGY,2019,0.97358286
EGY,2020,1.0197253
EGY,2021,1
EGY,2022,0.9924767
EGY,2023,0.9974515
SLV,1975,1.9183844
SLV,1976,1.8663536
SLV,1977,1.8285388
SLV,1978,1.8064754
SLV,1979,1.684931
SLV,1980,1.563414
SLV,1981,1.4360722
SLV,1982,1.3627251
SLV,1983,1.3653525
SLV,1984,1.3816212
SLV,1985,1.390365
SLV,1986,1.3577037
SLV,1987,1.337346
SLV,1988,1.3038929
SLV,1989,1.2601954
SLV,1990,1.2700851
SLV,1991,1.2445703
SLV,1992,1.2763976
SLV,1993,1.2699314
SLV,1994,1.2507133
SLV,1995,1.2507282
SLV,1996,1.2025672
SLV,1997,1.1980509
SLV,1998,1.1665977
SLV,1999,1.1534412
SLV,2000,1.1296736
SLV,2001,1.1024728
SLV,2002,1.1134483
SLV,2003,1.0949805
SLV,2004,1.088951
SLV,2005,1.0913239
SLV,2006,1.1004356
SLV,2007,1.0736779
SLV,2008,1.0769037
SLV,2009,1.0512775
SLV,2010,1.0528176
SLV,2011,1.0568831
SLV,2012,1.0468416
SLV,2013,1.032413
SLV,2014,1.028211
SLV,2015,1.0246224
SLV,2016,1.0194777
SLV,2017,1.0171665
SLV,2018,1.003688
SLV,2019,0.9890284
SLV,2020,0.92600256
SLV,2021,1
SLV,2022,0.9847292
SLV,2023,0.9803316
EST,1994,0.5281742
EST,1995,0.56600827
EST,1996,0.5941466
EST,1997,0.65735906
EST,1998,0.6620757
EST,1999,0.66718876
EST,2000,0.729637
EST,2001,0.75450015
EST,2002,0.78405905
EST,2003,0.80456847
EST,2004,0.8339179
EST,2005,0.86987257
EST,2006,0.8939672
EST,2007,0.92288613
EST,2008,0.8634828
EST,2009,0.82180035
EST,2010,0.852148
EST,2011,0.85869706
EST,2012,0.87305987
EST,2013,0.8703366
EST,2014,0.8886507
EST,2015,0.8807393
EST,2016,0.895982
EST,2017,0.9149756
EST,2018,0.9417046
EST,2019,0.95839614
EST,2020,0.9475312
EST,2021,1
EST,2022,0.96319324
EST,2023,0.90571964
SWZ,1980,0.6165674
SWZ,1981,0.6228932
SWZ,1982,0.6009002
SWZ,1983,0.5529093
SWZ,1984,0.5268732
SWZ,1985,0.5116245
SWZ,1986,0.5912711
SWZ,1987,0.6119107
SWZ,1988,0.61247075
SWZ,1989,0.62479097
SWZ,1990,0.6524613
SWZ,1991,0.6310821
SWZ,1992,0.61826736
SWZ,1993,0.61133474
SWZ,1994,0.6149196
SWZ,1995,0.6357629
SWZ,1996,0.6436965
SWZ,1997,0.6489857
SWZ,1998,0.65179396
SWZ,1999,0.66467357
SWZ,2000,0.6597765
SWZ,2001,0.67563313
SWZ,2002,0.71305376
SWZ,2003,0.7516788
SWZ,2004,0.7851111
SWZ,2005,0.84113485
SWZ,2006,0.87441564
SWZ,2007,0.90164065
SWZ,2008,0.8952803
SWZ,2009,0.89680344
SWZ,2010,0.89768744
SWZ,2011,0.89510167
SWZ,2012,0.9228935
SWZ,2013,0.9371552
SWZ,2014,0.9246789
SWZ,2015,0.9217797
SWZ,2016,0.91379815
SWZ,2017,0.9389731
SWZ,2018,0.95494616
SWZ,2019,0.9812895
SWZ,2020,0.9748814
SWZ,2021,1
SWZ,2022,0.9690121
SWZ,2023,0.979489
FJI,1980,1.3900511
FJI,1981,1.4230701
FJI,1982,1.3455912
FJI,1983,1.2611655
FJI,1984,1.326995
FJI,1985,1.2351266
FJI,1986,1.3034252
FJI,1987,1.1982167
FJI,1988,1.2017152
FJI,1989,1.2552935
FJI,1990,1.3346858
FJI,1991,1.2683967
FJI,1992,1.3119439
FJI,1993,1.2947206
FJI,1994,1.3291754
FJI,1995,1.3321129
FJI,1996,1.3437705
FJI,1997,1.2635723
FJI,1998,1.2037263
FJI,1999,1.2441357
FJI,2000,1.1935453
FJI,2001,1.1911157
FJI,2002,1.1870246
FJI,2003,1.1442211
FJI,2004,1.1595199
FJI,2005,1.1663418
FJI,2006,1.1875039
FJI,2007,1.1922982
FJI,2008,1.1949413
FJI,2009,1.1854508
FJI,2010,1.2049428
FJI,2011,1.2120785
FJI,2012,1.2202033
FJI,2013,1.2143036
FJI,2014,1.1887355
FJI,2015,1.2228824
FJI,2016,1.2425629
FJI,2017,1.2806396
FJI,2018,1.2940053
FJI,2019,1.2643256
FJI,2020,1.0629882
FJI,2021,1
FJI,2022,1.1522119
FJI,2023,1.2096117
FIN,1954,0.47631422
FIN,1955,0.4982818
FIN,1956,0.49697742
FIN,1957,0.48664913
FIN,1958,0.47612277
FIN,1959,0.49887535
FIN,1960,0.5248127
FIN,1961,0.53909963
FIN,1962,0.5415846
FIN,1963,0.5464933
FIN,1964,0.55942595
FIN,1965,0.5656686
FIN,1966,0.57001
FIN,1967,0.57816637
FIN,1968,0.5845575
FIN,1969,0.6236511
FIN,1970,0.6481014
FIN,1971,0.6527064
FIN,1972,0.6810253
FIN,1973,0.7013782
FIN,1974,0.7022043
FIN,1975,0.7156594
FIN,1976,0.70762527
FIN,1977,0.7076014
FIN,1978,0.7209756
FIN,1979,0.7554893
FIN,1980,0.7718138
FIN,1981,0.76082236
FIN,1982,0.7683251
FIN,1983,0.7816224
FIN,1984,0.79193866
FIN,1985,0.8037447
FIN,1986,0.817476
FIN,1987,0.82221663
FIN,1988,0.84337986
FIN,1989,0.85817355
FIN,1990,0.85641015
FIN,1991,0.83621144
FIN,1992,0.84187394
FIN,1993,0.86386687
FIN,1994,0.89583546
FIN,1995,0.91204405
FIN,1996,0.92672086
FIN,1997,0.9554689
FIN,1998,0.9828211
FIN,1999,0.9975535
FIN,2000,1.0298195
FIN,2001,1.0362717
FIN,2002,1.0351441
FIN,2003,1.0416259
FIN,2004,1.0636321
FIN,2005,1.0712197
FIN,2006,1.0886354
FIN,2007,1.1141793
FIN,2008,1.0925413
FIN,2009,1.0162418
FIN,2010,1.0397907
FIN,2011,1.047519
FIN,2012,1.0223945
FIN,2013,1.0122297
FIN,2014,1.0047927
FIN,2015,1.000669
FIN,2016,1.0129339
FIN,2017,1.0336202
FIN,2018,1.0184942
FIN,2019,1.0156229
FIN,2020,0.99703556
FIN,2021,1
FIN,2022,0.9857616
FIN,2023,0.96571875
FRA,1954,0.40464967
FRA,1955,0.42219514
FRA,1956,0.445688
FRA,1957,0.47021785
FRA,1958,0.48353174
FRA,1959,0.49584812
FRA,1960,0.52863455
FRA,1961,0.5474055
FRA,1962,0.5679569
FRA,1963,0.5905835
FRA,1964,0.6069239
FRA,1965,0.62197787
FRA,1966,0.6354853
FRA,1967,0.6556905
FRA,1968,0.6731094
FRA,1969,0.7110494
FRA,1970,0.7322356
FRA,1971,0.7464758
FRA,1972,0.7685897
FRA,1973,0.7924752
FRA,1974,0.8107987
FRA,1975,0.7949639
FRA,1976,0.79730636
FRA,1977,0.8143799
FRA,1978,0.8457025
FRA,1979,0.8566495
FRA,1980,0.8555025
FRA,1981,0.85870147
FRA,1982,0.8902352
FRA,1983,0.895324
FRA,1984,0.9037613
FRA,1985,0.91857177
FRA,1986,0.9247596
FRA,1987,0.92349297
FRA,1988,0.94120616
FRA,1989,0.9615634
FRA,1990,0.96612257
FRA,1991,0.9656182
FRA,1992,0.9728426
FRA,1993,0.96934813
FRA,1994,0.98033357
FRA,1995,0.99500406
FRA,1996,0.99684495
FRA,1997,1.0073618
FRA,1998,1.022051
FRA,1999,1.0285717
FRA,2000,1.0480064
FRA,2001,1.0512881
FRA,2002,1.061369
FRA,2003,1.057183
FRA,2004,1.0626407
FRA,2005,1.0642499
FRA,2006,1.0785427
FRA,2007,1.0708028
FRA,2008,1.0539725
FRA,2009,1.027373
FRA,2010,1.0335081
FRA,2011,1.039964
FRA,2012,1.031195
FRA,2013,1.0345254
FRA,2014,1.0354038
FRA,2015,1.0352886
FRA,2016,1.0282587
FRA,2017,1.0380622
FRA,2018,1.033772
FRA,2019,1.032905
FRA,2020,0.99669427
FRA,2021,1
FRA,2022,0.98786205
FRA,2023,0.9819992
GAB,1964,1.5304699
GAB,1965,1.6198344
GAB,1966,1.5136676
GAB,1967,1.6915102
GAB,1968,1.7034712
GAB,1969,1.8333478
GAB,1970,1.9660938
GAB,1971,2.091902
GAB,1972,2.2235858
GAB,1973,2.3275568
GAB,1974,2.7724798
GAB,1975,2.8152816
GAB,1976,3.1541367
GAB,1977,2.4358509
GAB,1978,1.7819284
GAB,1979,1.7084768
GAB,1980,1.688378
GAB,1981,1.6803347
GAB,1982,1.5576367
GAB,1983,1.5621935
GAB,1984,1.601918
GAB,1985,1.4895093
GAB,1986,1.4347761
GAB,1987,1.174456
GAB,1988,1.2709297
GAB,1989,1.3590623
GAB,1990,1.4217968
GAB,1991,1.4878088
GAB,1992,1.4320388
GAB,1993,1.44065
GAB,1994,1.489215
GAB,1995,1.5396849
GAB,1996,1.5550224
GAB,1997,1.5798796
GAB,1998,1.5507916
GAB,1999,1.3628507
GAB,2000,1.3213592
GAB,2001,1.3291626
GAB,2002,1.2794942
GAB,2003,1.2984596
GAB,2004,1.2970077
GAB,2005,1.2930505
GAB,2006,1.234616
GAB,2007,1.2905784
GAB,2008,1.2191904
GAB,2009,1.1942881
GAB,2010,1.2247323
GAB,2011,1.2451545
GAB,2012,1.2403015
GAB,2013,1.2512255
GAB,2014,1.2363355
GAB,2015,1.2356888
GAB,2016,1.2177967
GAB,2017,1.1916946
GAB,2018,1.12664
GAB,2019,1.0882173
GAB,2020,1.0466883
GAB,2021,1
GAB,2022,0.9598339
GAB,2023,0.92986405
DEU,1954,0.3964862
DEU,1955,0.4210403
