Code,spell_group,start,stop,event,AGEDEP,GE,IND,TO,CREDIT,Year
PER,LM,5,6,0,59.92184646,-0.7258651,16.55161137,47.35731748,19.06642161,2005
PER,LM,6,7,0,59.42132817,-0.6681768,16.47219323,51.78505603,20.81316402,2006
PER,LM,7,8,1,58.99087795,-0.649256,16.51803449,55.68811328,24.60707369,2007
PER,UM,0,1,0,58.48618122,-0.6119587,16.29654201,58.43376739,29.76396075,2008
PER,UM,1,2,0,57.91505407,-0.400989,15.29305413,48.11192962,30.01452903,2009
PER,UM,2,3,0,57.40651106,-0.1977807,15.55649929,51.67280894,30.26168715,2010
PER,UM,3,4,0,56.97325554,-0.1629382,15.09145987,55.98828028,32.3092275,2011
PER,UM,4,5,0,56.60783055,-0.1098429,15.16439658,52.61989526,34.04374682,2012
PER,UM,5,6,0,56.26907283,-0.1051566,14.83140652,49.78714245,37.71992918,2013
PER,UM,6,7,0,55.92605264,-0.1988026,13.95969764,46.85312109,40.89962682,2014
PER,UM,7,8,0,55.52499618,-0.2487592,13.78802017,45.16276869,43.86793145,2015
PER,UM,8,9,0,55.03152264,-0.1706909,13.34402811,45.3888412,42.80902535,2016
PER,UM,9,10,0,54.43427985,-0.0734623,12.97084692,47.51355036,42.41461431,2017
PER,UM,10,11,0,53.57029596,-0.1608169,13.1690241,48.63147017,43.90394244,2018
PER,UM,11,12,0,52.70588643,0.0476235,12.84935117,46.94350538,44.72423689,2019
PER,UM,12,13,0,52.02596794,-0.1062995,12.25261573,44.2459672,55.31240991,2020
PER,UM,13,14,0,51.27323457,-0.0563454,12.06172225,55.42724937,47.11533429,2021
PER,UM,14,15,0,50.54756096,-0.0885376,12.3892868,57.29697596,45.64884423,2022
PER,UM,15,16,0,50.03915044,-0.1970541,12.69862941,50.78518421,42.94911119,2023
PER,UM,16,17,0,49.69730107,-0.2004128,12.24118977,51.47588787,39.61871963,2024
PER,UM,17,18,0,49.69730107,-0.2004128,12.24118977,51.47588787,39.61871963,2025
PER,UM,18,19,0,49.69730107,-0.2004128,12.24118977,51.47588787,39.61871963,2026
PHL,LM,0,1,0,72.93687661,-0.3125616,25.27956525,85.15336846,35.6071396,2000
PHL,LM,1,2,0,71.84302009,-0.3519386,25.31154589,84.90038862,36.2651173,2001
PHL,LM,2,3,0,70.8905082,-0.3913156,25.13540868,83.84480409,33.66395998,2002
PHL,LM,3,4,0,69.88427428,-0.4188308,24.83687265,87.57464436,31.94837336,2003
PHL,LM,4,5,0,68.86017019,-0.2602502,24.01199788,87.12528482,31.00921165,2004
PHL,LM,5,6,0,67.85577975,-0.1470565,24.26990117,83.84567457,27.89657364,2005
PHL,LM,6,7,0,67.01349617,-0.0535938,23.8291854,80.85053867,27.47069492,2006
PHL,LM,7,8,0,66.20811327,0.0343449,23.1509116,73.64497999,27.63902332,2007
PHL,LM,8,9,0,65.45789599,-0.0220572,23.26866768,67.68107077,27.87606106,2008
PHL,LM,9,10,0,64.73220633,-0.0291995,21.73861439,60.88659079,27.89666842,2009
PHL,LM,10,11,0,63.79436777,-0.0031122,21.91920172,66.10427851,28.33247881,2010
PHL,LM,11,12,0,62.9060289,0.0797874,21.70432695,60.7958367,30.49763975,2011
PHL,LM,12,13,0,62.0255492,0.2234508,21.32857121,57.84200551,31.90537598,2012
PHL,LM,13,14,0,61.18352463,0.2427988,20.43449877,55.82478123,34.33572791,2013
PHL,LM,14,15,0,60.45793862,0.4543872,20.57508399,57.46817209,37.5782838,2014
PHL,LM,15,16,0,59.52119855,0.408021,19.92802237,59.14159211,39.90378358,2015
PHL,LM,16,17,0,58.40312413,0.2499539,19.5903032,61.77606577,42.86451799,2016
PHL,LM,17,18,0,57.3664779,0.1764345,19.50020206,68.16836974,45.60519779,2017
PHL,LM,18,19,0,56.49511422,0.2184254,19.09824717,72.1633983,47.5627908,2018
PHL,LM,19,20,0,55.74582653,0.1818096,18.5164544,68.84184226,47.97366866,2019
PHL,LM,20,21,0,54.81786577,0.1815124,17.65817905,58.1695603,52.0356914,2020
PHL,LM,21,22,0,53.59656857,0.1562797,17.6400847,63.48460981,49.94132491,2021
PHL,LM,22,23,0,52.37474069,0.0357929,17.22937941,72.42968361,48.87302992,2022
PHL,LM,23,24,0,51.21665819,0.1018162,16.23032629,67.41996932,48.31104071,2023
PHL,LM,24,25,1,50.06002729,0.1445214,15.67223328,65.88547253,49.84499777,2024
PHL,UM,0,1,0,50.06002729,0.1445214,15.33034381,65.88547253,52.10939522,2025
PHL,UM,1,2,0,50.06002729,0.1445214,15.33034381,65.88547253,52.10939522,2026
PNG,LM,0,1,0,73.89315163,-0.5434034,7.166334559,115.421838,21.7870347,2000
PNG,LM,0,1,0,68.59092947,-0.649118,2.51303314,131.082911,21.7870347,2008
PNG,LM,1,2,0,67.90260231,-0.6690648,2.592142111,131.082911,21.7870347,2009
PNG,LM,2,3,0,67.23238736,-0.6857865,2.440339284,131.082911,21.09151997,2010
PNG,LM,3,4,0,66.59403891,-0.6833058,2.508862882,131.082911,20.93251288,2011
PNG,LM,4,5,0,65.96032711,-0.6577442,2.466265409,131.082911,22.85655391,2012
PNG,LM,5,6,0,65.32089409,-0.6662105,2.440516591,131.082911,25.09960391,2013
PNG,LM,6,7,0,64.67709368,-0.7337737,2.128229175,131.082911,22.62564291,2014
PNG,LM,7,8,0,64.03958678,-0.7346421,1.77710948,131.082911,22.55345091,2015
PNG,LM,8,9,0,63.40394884,-0.8173469,1.931402629,131.082911,22.11934528,2016
PNG,LM,9,10,0,62.74736899,-0.7120555,1.945336704,131.082911,19.35275517,2017
PNG,LM,10,11,0,62.08357286,-0.6966528,1.724264691,131.082911,18.74321342,2018
PNG,LM,11,12,0,61.42775977,-0.7267308,1.691052916,131.082911,18.05466942,2019
PNG,LM,12,13,0,60.7966355,-0.8860451,1.685225159,131.082911,18.81498125,2020
PNG,LM,13,14,0,60.20045026,-0.9081302,1.701437583,131.082911,17.40690775,2021
PNG,LM,14,15,0,59.64787298,-1.0845367,1.627128237,131.082911,15.04266866,2022
PNG,LM,15,16,0,59.11541281,-1.0841072,1.66044938,131.082911,16.51369998,2023
PNG,LM,16,17,0,58.5895021,-0.9004467,1.647300456,131.082911,16.29349646,2024
PNG,LM,17,18,0,58.5895021,-0.9004467,1.647300456,131.082911,16.29349646,2025
PNG,LM,18,19,0,58.5895021,-0.9004467,1.647300456,131.082911,16.29349646,2026
POL,UM,0,1,0,46.38352212,0.4025763,15.92509469,60.61072094,26.31840604,2000
POL,UM,1,2,0,45.35587779,0.3481393499999999,14.40242963,57.87853127,23.44738359,2001
POL,UM,2,3,0,44.483613,0.2937024,14.13753743,60.79679906,12.8291654,2002
POL,UM,3,4,0,43.66092466,0.4637907,15.39186424,69.21344798,13.28922978,2003
POL,UM,4,5,0,42.92863189,0.2850646,16.59196939,70.98157657,26.15958581,2004
POL,UM,5,6,0,42.28298733,0.4613517,16.36455708,70.31147909,27.04106442,2005
POL,UM,6,7,0,41.67015692,0.3072557,16.53243275,77.70080354,31.0991033,2006
POL,UM,7,8,0,41.11824199,0.2285767,16.63275687,80.74539906,37.05716183,2007
POL,UM,8,9,1,40.70894194,0.4094615,16.50773896,80.57468156,47.10555254,2008
PRY,LM,0,1,0,75.37099272,-1.2376909,15.6778275,78.64472976,23.76039843,2000
PRY,LM,1,2,0,73.85183239,-1.3037534000000002,16.20681813,72.60569901,24.16866754,2001
PRY,LM,2,3,0,72.41544518,-1.3698159,16.39349357,79.44156565,20.85562797,2002
PRY,LM,3,4,0,70.79612505,-1.3719231,17.51456421,81.12736377,12.68617075,2003
PRY,LM,4,5,0,68.99513575,-1.1021491,17.93486378,80.10444662,12.29681119,2004
PRY,LM,5,6,0,67.2726815,-0.9710489,17.95905239,85.02196365,12.28088846,2005
PRY,LM,6,7,0,65.63625931,-0.8984078,18.32162715,84.7335313,11.66828606,2006
PRY,LM,7,8,0,64.08584645,-0.8949391,18.19339504,79.00113742,13.71766497,2007
PRY,LM,8,9,0,62.65783484,-0.8423313,20.33529114,80.77757466,18.75969801,2008
PRY,LM,9,10,0,61.34664072,-0.7789347,19.79301114,70.84198186,21.58143065,2009
PRY,LM,10,11,0,60.08545003,-0.7673432,18.55160391,81.25752337,25.42413906,2010
PRY,LM,11,12,0,58.8837421,-0.7523261,18.39381231,78.49212385,28.95225032,2011
PRY,LM,12,13,0,57.80759862,-0.7641432,18.52161871,74.76495746,31.54630209,2012
PRY,LM,13,14,1,56.88585082,-0.7612361,18.31659135,73.36987138,34.37789428,2013
PRY,UM,0,1,0,56.13521164,-0.738454,18.76751008,69.08372496,38.13814904,2014
PRY,UM,1,2,0,55.55977346,-0.7854223,19.41648705,66.91506553,43.34964647,2015
PRY,UM,2,3,0,55.15097556,-0.6786705,19.0612408,67.75931523,41.35571913,2016
PRY,UM,3,4,0,54.88997433,-0.6426736,19.45276982,71.0801344,41.07534412,2017
PRY,UM,4,5,0,54.73685224,-0.4995478,18.99274831,72.06922363,44.51219242,2018
PRY,UM,5,6,0,54.63127829,-0.4663941,18.79516824,71.22216173,47.65227984,2019
PRY,UM,6,7,0,54.52201921,-0.6074736,18.70442753,62.76021747,50.64453392,2020
PRY,UM,7,8,0,54.34356482,-0.5769998,19.16240872,69.74227302,49.42958441,2021
PRY,UM,8,9,0,54.21947161,-0.4957842,19.49346549,73.73790502,51.09440192,2022
PRY,UM,9,10,0,54.20266587,-0.337846,19.32787521,82.40521077,52.20601792,2023
PRY,UM,10,11,0,54.14395379,-0.3545101,19.16802217,76.83115654,57.02913945,2024
PRY,UM,11,12,0,54.14395379,-0.3545101,19.42740592,76.83115654,55.70260663,2025
PRY,UM,12,13,0,54.14395379,-0.3545101,19.42740592,76.83115654,55.70260663,2026
PSE,LM,0,1,0,98.92658825,-1.3119868,10.43907641,87.63909496,21.48865504,2000
PSE,LM,1,2,0,97.685307,-1.3118612,10.97235058,82.72597847,21.41060796,2001
PSE,LM,2,3,0,96.26753988,-1.3117356,9.041565892,76.25288261,24.19652143,2002
PSE,LM,3,4,0,94.61806369,-1.3245877,12.58316532,76.39868952,21.69313754,2003
PSE,LM,4,5,0,92.78827769,-0.4663709,9.90202255,81.12359062,23.11760672,2004
PSE,LM,5,6,0,90.80921016,-0.9673051,11.31162573,83.83635406,26.4462262,2005
PSE,LM,6,7,0,88.72733458,-0.8674602,8.514855188,82.63747359,26.21735483,2006
PSE,LM,7,8,0,86.60779797,-0.7853423,9.976443076,91.99924343,22.86742796,2007
PSE,LM,8,9,0,84.54175874,-0.84706,10.92005909,79.47991902,17.57291999,2008
PSE,LM,9,10,0,82.68093544,-0.389052,10.77581409,75.15119285,19.53363221,2009
PSE,LM,10,11,0,81.15100155,-0.1372251,12.22950989,68.49765016,21.35953044,2010
PSE,LM,11,12,0,79.90729853,-0.4514793,11.46959173,67.2495329,22.95771736,2011
PSE,LM,12,13,0,78.86578363,-0.4729661,13.11064513,66.92932735,24.04757288,2012
PSE,LM,13,14,0,77.93729892,-0.4666828,11.89893086,66.27131812,24.11996857,2013
PSE,LM,14,15,0,77.10793727,-0.2718704,10.75076664,67.73983717,27.3246796,2014
PSE,LM,15,16,0,76.45985356,-0.2500245,9.321233288,70.78096819,32.60104707,2015
PSE,LM,16,17,0,75.92427875,-0.3087974,10.0263544,65.42251418,36.52793214,2016
PSE,LM,17,18,0,75.6896464,-0.1394848,11.65550595,68.44866071,41.7423779,2017
PSE,LM,18,19,0,75.67735808,-0.4655951,11.54725188,71.40127545,44.84028782,2018
PSE,LM,19,20,0,75.52321045,-0.4472111,11.23471562,68.99349228,44.92673536,2019
PSE,LM,20,21,0,75.0766806,-0.4497852,11.04708435,67.28819125,52.24382116,2020
PSE,LM,21,22,1,74.38882863,-0.6289954,11.19332928,73.08354962,47.32951604,2021
PSE,UM,0,1,0,73.58927216,-0.7155811,11.195638,82.39492839,47.71061748,2022
PSE,LM,0,1,0,72.92871518,-1.0419917,11.00396563,79.53316637,52.73257223,2023
PSE,LM,1,2,0,72.07214915,-1.0985907,11.31804531,81.31368016,58.62527208,2024
PSE,LM,2,3,0,72.07214915,-1.0985907,11.31804531,81.31368016,56.4537278,2025
PSE,LM,3,4,0,72.07214915,-1.0985907,11.31804531,81.31368016,56.4537278,2026
ROU,LM,0,1,0,47.30287,-0.6395683,19.81289205,48.52132539,7.12522458,2000
ROU,LM,1,2,0,46.81374861,-0.5573205999999999,22.02077835,51.92859102,8.653376568,2001
ROU,LM,2,3,0,46.20235438,-0.4750729,21.80926831,53.71024781,10.08985851,2002
ROU,LM,3,4,0,45.59908217,-0.5893426,21.0476788,56.17952705,14.13226812,2003
ROU,LM,4,5,1,45.0713375,-0.3220772,21.24200462,60.62647867,15.78192827,2004
ROU,UM,0,1,0,44.72350139,-0.515835,21.26789929,59.36054945,20.05825486,2005
ROU,UM,1,2,0,44.69249901,-0.4530336,21.10539481,61.68362593,26.00542562,2006
ROU,UM,2,3,0,44.86597337,-0.4804629,21.02806472,63.50515667,33.99995467,2007
ROU,UM,3,4,0,45.17080399,-0.5057909,21.9454815,65.175201,35.91491714,2008
ROU,UM,4,5,0,45.65584864,-0.4998865,21.00596776,58.47005837,37.00856261,2009
ROU,UM,5,6,0,46.1712167,-0.2261464,23.35832805,69.95493549,38.28600737,2010
ROU,UM,6,7,0,46.68498937,-0.1785126,25.91194326,76.27135644,37.43260739,2011
ROU,UM,7,8,0,47.08592119,-0.190389,21.27834386,76.59432399,35.96056979,2012
ROU,UM,8,9,0,47.39623024,-0.0458649,20.21526707,81.39761317,34.16965053,2013
ROU,UM,9,10,0,48.04602318,-0.0498234,21.51326422,83.37514296,31.08576027,2014
ROU,UM,10,11,0,48.95726018,-0.0115775,20.20802511,83.5205767,29.90381457,2015
ROU,UM,11,12,0,49.89067228,-0.1192185,20.12428451,85.89252829,28.55862431,2016
ROU,UM,12,13,0,50.91286702,-0.1200618,19.83077911,87.15606457,26.66846046,2017
ROU,UM,13,14,1,51.9746077,-0.102107,19.06992839,87.09117011,25.69173917,2018
ROU,UM,0,1,1,54.11942312,-0.2499801,15.91652222,78.36164636,25.85472182,2020
RUS,LM,0,1,0,43.56528233,-1.0286026,15.19344479,68.09390704,16.83777185,2000
RUS,LM,1,2,0,42.36684052,-0.9055851,15.19344479,61.11085866,16.83777185,2001
RUS,LM,2,3,0,41.5231777,-0.7825676,15.19344479,59.64544573,17.97239278,2002
RUS,LM,3,4,1,41.11189116,-0.7944965,14.36733469,59.12826901,21.24356706,2003
RUS,UM,0,1,0,40.93314605,-0.6794491,15.21650718,56.5818524,24.31640095,2004
RUS,UM,1,2,0,40.75830022,-0.8523204,15.68022367,56.71324849,25.92253952,2005
RUS,UM,2,3,0,40.54292878,-0.8221012,15.29122766,54.73340187,30.94192403,2006
RUS,UM,3,4,0,40.20342769,-0.7227308,15.11463226,51.70612275,37.78357772,2007
RUS,UM,4,5,0,39.6340465,-0.7626089,14.93315486,53.38246604,41.55404382,2008
RUS,UM,5,6,0,39.06013827,-0.8040229,12.89797142,48.43506103,45.2609093,2009
RUS,UM,6,7,0,38.64252114,-0.8080704,12.81547047,50.35550549,42.84004525,2010
RUS,UM,7,8,1,38.83243151,-0.8085636,11.47093372,48.03539941,41.69860598,2011
RUS,UM,0,1,0,43.65604004,-0.3224347,12.38301887,49.35934931,55.95202269,2015
RUS,UM,1,2,0,45.08652193,-0.3261886,11.7002791,46.51811984,53.10247383,2016
RUS,UM,2,3,0,46.41090817,-0.2168885,12.31277213,46.87652434,52.07659751,2017
RUS,UM,3,4,0,47.52907347,-0.1630089,12.81988325,51.58090037,51.24331067,2018
RUS,UM,4,5,0,48.5943755,0.0414379,12.96920728,49.22875366,52.56142892,2019
RUS,UM,5,6,0,49.56780052,-0.0432286,13.40281368,45.9669082,59.5836265,2020
RUS,UM,6,7,0,50.27172331,-0.1170517,13.1326684,50.58619546,54.64224478,2021
RUS,UM,7,8,1,50.97725203,-0.2086802,13.14871936,42.78278643,54.64224478,2022
SAU,UM,0,1,0,68.11301987,-0.3057124,9.227065308,68.1664488,24.23561345,2000
SAU,UM,1,2,0,66.43980359,-0.42820045,9.603832496,63.56058368,27.09048016,2001
SAU,UM,2,3,0,64.05347926,-0.5506885,9.881550782,64.59279741,28.94839766,2002
SAU,UM,3,4,1,61.18994438,-0.5549181,10.31856752,69.83117071,28.23331014,2003
SDN,LM,0,1,0,91.44614282,-1.1761874,4.496305856,34.40333616,9.812856018,2007
SDN,LM,1,2,0,90.62227859,-1.3101006,4.50574782,36.74109783,9.379790825,2008
SDN,LM,2,3,0,89.76343024,-1.2261288,5.134511309,32.78087833,11.55851007,2009
SDN,LM,3,4,0,89.39246743,-1.3183855,5.134511309,32.72830995,10.50269127,2010
SDN,LM,4,5,0,89.42484687,-1.3212982,5.134511309,27.51233902,9.291921668,2011
SDN,LM,5,6,0,89.18433217,-1.3159644,5.134511309,21.85617452,11.94236412,2012
SDN,LM,6,7,0,88.6212642,-1.3113659,5.134511309,26.8585245,10.51779167,2013
SDN,LM,7,8,0,87.47358536,-1.3093428,5.134511309,20.845109,8.150646863,2014
SDN,LM,8,9,0,85.98776381,-1.29343,5.134511309,18.37827285,8.12473336,2015
SDN,LM,9,10,0,84.63986518,-1.2725849,5.134511309,15.28166989,8.219716433,2016
SDN,LM,10,11,0,82.90964536,-1.2418267,5.134511309,17.83138983,8.389756138,2017
SDN,LM,11,12,0,81.33425774,-1.4919119,5.134511309,21.86791873,9.354756033,2018
SEN,LM,0,1,0,85.91604882,-0.341083,15.76568231,52.30729088,19.41735305,2009
SEN,LM,1,2,0,86.0160132,-0.2855436,15.57288881,52.4578552,21.31374792,2010
SEN,LM,2,3,0,86.11195127,-0.250523,17.24574864,57.5768786,23.87444267,2011
SEN,LM,3,4,0,86.19269542,-0.23996,16.99510584,61.975304,24.43248138,2012
SEN,LM,4,5,0,86.08064623,-0.1805346,17.38002414,60.62676636,26.31651314,2013
SEN,LM,5,6,0,85.58240222,-0.1242113,16.99741556,58.44252898,27.31693757,2014
SEN,LM,0,1,0,81.2850927,-0.0860241,15.52562326,61.78983948,29.55161659,2018
SEN,LM,1,2,0,79.75922286,0.1244277,14.89211538,64.23625061,29.51666583,2019
SEN,LM,2,3,0,78.12145584,0.0852361,14.64224451,60.04687161,29.30675397,2020
SEN,LM,3,4,0,76.38359142,0.1309278,15.08960778,69.37599399,29.901568,2021
SEN,LM,4,5,0,74.59227094,0.1203621,15.56090514,79.59982165,32.18201457,2022
SEN,LM,5,6,0,73.07022808,0.1516215,14.54350517,71.39302491,31.44798225,2023
SEN,LM,6,7,0,71.82156284,0.2344127,14.2223141,68.14051477,29.81191962,2024
SEN,LM,7,8,0,71.82156284,0.2344127,13.20249012,68.14051477,30.88404197,2025
SEN,LM,8,9,0,71.82156284,0.2344127,13.20249012,68.14051477,30.88404197,2026
SLB,LM,0,1,0,80.62217773,-0.9518203,7.597559042,87.3526158,25.24362649,2008
SLB,LM,0,1,0,80.12125964,-0.9125086,8.799539459,96.14855454,20.5357765,2010
SLB,LM,1,2,0,79.53459226,-0.8613809,9.288164904,107.2475156,18.84036535,2011
SLB,LM,2,3,0,78.90134019,-0.8057801,9.268411692,104.8234346,19.7202924,2012
SLB,LM,3,4,0,78.24678827,-0.8641254,8.643388667,99.60746056,29.31463089,2013
SLB,LM,4,5,0,77.58369556,-0.8833666,9.874897306,93.45340701,31.62095766,2014
SLB,LM,5,6,0,76.90890277,-0.8850286,7.878798359,88.18848591,33.01390371,2015
SLB,LM,6,7,0,76.20961735,-0.8844509,7.856336928,85.54984578,34.22091055,2016
SLB,LM,7,8,0,75.45907244,-1.0855854,10.33595381,82.1974922,33.22628261,2017
SLB,LM,8,9,0,74.61886058,-1.1009813,10.17202528,88.49496147,30.69706567,2018
SLB,LM,9,10,0,73.78210024,-0.9726212,10.35174526,82.9985659,30.73806893,2019
SLB,LM,10,11,0,72.79548804,-0.976087,9.681370354,60.22043656,32.5671298,2020
SLB,LM,11,12,0,71.66039384,-1.1196101,10.14060224,67.42005678,32.82655442,2021
SLB,LM,12,13,0,70.56561417,-0.9101515,10.10591058,74.83554053,34.7058485,2022
SLB,LM,13,14,0,69.46149642,-0.9093907,10.16557724,101.1345318,34.78436213,2023
SLB,LM,14,15,0,68.37612635,-0.8686192,10.09141706,111.3529721,33.69441148,2024
SLB,LM,15,16,0,68.37612635,-0.8686192,10.09141706,111.3529721,33.69441148,2025
SLB,LM,16,17,0,68.37612635,-0.8686192,10.09141706,111.3529721,33.69441148,2026
SLV,LM,0,1,0,71.70872159,-0.962052,19.53286824,68.7100889,45.9128729,2000
SLV,LM,1,2,0,71.36700856,-0.9254257,19.24834791,65.89073854,45.9128729,2001
SLV,LM,2,3,0,71.00218829,-0.8887994,18.88011111,65.91909078,45.56045824,2002
SLV,LM,3,4,0,70.57063231,-0.8359755,18.09649281,68.23698248,47.42865241,2003
SLV,LM,4,5,0,70.11862491,-0.4755758,17.55758252,69.78226418,48.15518974,2004
SLV,LM,5,6,0,69.67109577,-0.5234141,16.62573139,69.71581168,49.92391911,2005
SLV,LM,6,7,0,69.24409531,-0.4228257,16.35054991,73.45556751,50.27641698,2006
SLV,LM,7,8,0,68.27952804,-0.4204939,16.22631417,77.62105603,51.53429706,2007
SLV,LM,8,9,0,66.66957843,-0.4518894,16.86411603,80.66597394,51.05486773,2008
SLV,LM,9,10,0,64.93682757,-0.3350992,16.17890853,66.07119117,54.55257926,2009
SLV,LM,10,11,0,63.19231188,-0.2079515,16.14095248,73.53728767,52.31042775,2010
SLV,LM,11,12,0,61.49822144,-0.2858874,16.24677452,79.2766437,49.99771768,2011
SLV,LM,12,13,0,59.86140062,-0.2629505,16.1734113,77.64857162,49.2960792,2012
SLV,LM,13,14,0,58.28464859,-0.2285247,15.97729249,80.45119449,51.5041857,2013
SLV,LM,14,15,0,56.82380543,-0.1173206,16.07623796,78.10442575,53.270198,2014
SLV,LM,15,16,0,55.540933,-0.3051905,16.38749326,76.56027074,54.09189543,2015
SLV,LM,16,17,0,54.42487155,-0.3247185,16.28568464,72.81909337,55.05979801,2016
SLV,LM,17,18,0,53.49280427,-0.3512048,16.08462885,74.30465119,56.04867799,2017
SLV,LM,18,19,0,52.77220147,-0.3651057,15.68784263,75.63361689,57.27701564,2018
SLV,LM,19,20,0,52.20977845,-0.3446971,15.55867794,76.0420131,59.07431321,2019
SLV,LM,20,21,0,51.61406342,-0.1427333,14.74042772,66.45950695,65.33322271,2020
SLV,LM,21,22,1,50.96228538,-0.2484854,15.06930724,81.84507598,61.13956858,2021
SLV,UM,0,1,0,50.32777205,-0.387094,13.76851225,88.70110938,62.61342464,2022
SLV,UM,1,2,0,49.72460658,-0.0947816,13.0905518,81.71477234,62.43278262,2023
SLV,UM,2,3,0,49.15297433,-0.1831795,12.90812744,84.65964616,63.35686263,2024
SLV,UM,3,4,0,49.15297433,-0.1831795,12.67368437,84.65964616,64.37013944,2025
SLV,UM,4,5,0,49.15297433,-0.1831795,12.67368437,84.65964616,64.37013944,2026
SUR,LM,0,1,0,59.86664475,0.0841831,14.21889527,98.16819317,7.911978621,2000
SUR,LM,1,2,0,58.98088548,0.0842651,12.76660789,98.16819317,8.787978272,2001
SUR,LM,2,3,0,58.36270104,0.0843471,13.51651815,98.16819317,15.96538389,2002
SUR,LM,3,4,0,57.98333484,0.0759535,12.85441388,98.16819317,17.22718318,2003
SUR,LM,4,5,0,57.74301175,-0.0139317,15.13243717,98.16819317,18.75587186,2004
SUR,LM,5,6,0,57.55042974,-0.0194842,16.69728516,98.16819317,19.31981872,2005
SUR,LM,6,7,1,57.42210575,-0.2680753,23.20288648,98.16819317,17.48841113,2006
SUR,UM,0,1,0,57.32828476,-0.2772383,23.48343878,101.3770004,21.3584595,2007
SUR,UM,1,2,0,57.18477905,-0.1531153,25.31449783,109.1668385,23.86463972,2008
SUR,UM,2,3,0,56.95434609,-0.0691151,20.26696748,87.92066178,24.40769772,2009
SUR,UM,3,4,0,56.60896954,-0.0683329,20.98724256,90.96139415,24.01853927,2010
SUR,UM,4,5,0,56.12536732,-0.1072418,20.8137282,90.96139415,23.65726607,2011
SUR,UM,5,6,0,55.52588587,-0.0014193,21.29122551,90.96139415,24.19478962,2012
SUR,UM,6,7,0,54.83958747,-0.0111246,18.78570167,90.96139415,27.8152814,2013
SUR,UM,7,8,0,54.11404526,-0.0642884,16.35249219,90.96139415,29.73024355,2014
SUR,UM,8,9,0,53.40287485,-0.0652263,11.4946633,90.96139415,33.73302061,2015
SUR,UM,9,10,0,52.74469396,-0.0344665,13.39919117,90.96139415,36.32938764,2016
SUR,UM,10,11,0,52.18532522,-0.1271799,23.61014265,90.96139415,28.28688665,2017
SUR,UM,11,12,0,51.74265856,-0.126515,21.3232639,90.96139415,24.27807781,2018
SUR,UM,12,13,0,51.36782976,-0.1395824,17.42597135,90.96139415,23.09408338,2019
SUR,UM,13,14,0,51.09561458,-0.1418392,23.10871567,90.96139415,24.22090756,2020
SUR,UM,14,15,0,50.84516945,-0.2989605,21.71467662,90.96139415,18.10475438,2021
SUR,UM,15,16,0,50.62676148,-0.3711426,27.67297267,90.96139415,19.37847797,2022
SUR,UM,16,17,0,50.52958115,-0.3705232,25.48115391,90.96139415,16.59840678,2023
SUR,UM,17,18,0,50.46282132,-0.4542917,19.82888271,90.96139415,17.02071423,2024
SUR,UM,18,19,0,50.46282132,-0.4542917,19.82888271,90.96139415,20.26662489,2025
SUR,UM,19,20,0,50.46282132,-0.4542917,19.82888271,90.96139415,20.26662489,2026
SVK,UM,0,1,0,44.97049459,0.5075292,19.63226813,108.939263,33.76175219,2000
SVK,UM,1,2,0,43.74736931,0.4466876,20.97342632,121.9311312,33.76175219,2001
SVK,UM,2,3,0,42.61083685,0.385846,19.03692527,120.599168,33.76175219,2002
SVK,UM,3,4,0,41.60069591,0.5256977,19.41766391,125.9985062,33.76175219,2003
SVK,UM,4,5,0,40.75052379,0.7232277,20.04563191,140.22246,33.76175219,2004
SVK,UM,5,6,0,40.06094811,0.8709154,20.25981198,148.7054612,33.76175219,2005
SVK,UM,6,7,1,39.45038466,0.7019393,20.22706856,164.9922057,33.76175219,2006
SWZ,LM,0,1,0,85.13895012,-0.2793718,33.97324113,85.20345513,11.24617893,2000
SWZ,LM,1,2,0,82.82267281,-0.2792462,34.45077125,85.20345513,9.037990844,2001
SWZ,LM,2,3,0,80.95670799,-0.2791206,33.91782166,85.20345513,10.51868005,2002
SWZ,LM,3,4,0,79.51552563,-0.8082803,33.06283744,85.20345513,13.03350336,2003
SWZ,LM,4,5,0,78.40743979,-1.1297751,33.97952366,85.20345513,15.67940751,2004
SWZ,LM,5,6,0,77.5516148,-1.0842476,34.40571883,85.20345513,17.6107811,2005
SWZ,LM,6,7,0,76.87013252,-0.5609934,34.58525262,85.20345513,19.52072807,2006
SWZ,LM,7,8,0,75.891508,-0.5904897,35.29294914,85.20345513,21.69832554,2007
SWZ,LM,8,9,0,74.44026472,-0.3147488,34.50034861,85.20345513,20.67390968,2008
SWZ,LM,9,10,0,72.95580456,-0.3984928,34.61560463,85.20345513,20.9217752,2009
SWZ,LM,10,11,0,71.69082215,-0.2557265,32.43504205,85.20345513,19.46855679,2010
SWZ,LM,11,12,0,70.65720532,-0.3542781,31.68380859,85.20345513,22.84078221,2011
SWZ,LM,12,13,0,69.82297876,-0.1872129,31.27396213,85.20345513,19.74881633,2012
SWZ,LM,13,14,0,69.04731272,-0.2076097,29.9101627,85.20345513,21.47455838,2013
SWZ,LM,14,15,0,68.15699007,-0.2740835,30.41550231,91.62001869,21.84456734,2014
SWZ,LM,15,16,0,67.1629718,-0.2900182,31.7176271,88.2620944,21.25805437,2015
SWZ,LM,16,17,0,66.25451611,-0.2483557,31.08822065,89.35848744,21.58016592,2016
