Code,Year,IncomeGroup,AGEDEP,GE,IND,CREDIT
ABW,2000,H,43.31798693,0.8951417,4.100963775,44.79970061
ABW,2001,H,43.23083912,0.8951417,4.277072978,46.59285265
ABW,2002,H,43.07802278,0.8951417,4.425833642,50.79121223
ABW,2003,H,42.87533368,0.8951417,4.777505083,55.01251722
ABW,2004,H,42.69130396,0.8951417,5.622020209,51.78522982
ABW,2005,H,42.63696129,1.2500659,6.18729481,54.06070072
ABW,2006,H,42.76850602,1.2471197,6.565660336,53.88412026
ABW,2007,H,42.99176173,1.2515751,6.666022669,51.727256
ABW,2008,H,43.2605085,1.2550503,6.670840363,50.65845761
ABW,2009,H,43.53544486,1.3983691,4.205989994,55.89304113
ABW,2010,H,43.4533955,1.0023954,2.86046778,58.8006573
ABW,2011,H,43.04777043,1.0015699,4.206093989,56.25043416
ABW,2012,H,42.86498429,1.0017778,1.991637655,58.68590324
ABW,2013,H,43.03852297,1.00201,3.262643743,59.16368514
ABW,2014,H,43.51535836,0.6967705,3.439352185,60.24053866
ABW,2015,H,44.24778761,0.6950388,3.585279667,56.62688176
ABW,2016,H,45.1551319,0.6956408,3.68902193,57.22193169
ABW,2017,H,46.12500504,0.6958363,3.733755148,57.24653443
ABW,2018,H,47.11667049,0.9066629,3.225014904,55.96510183
ABW,2019,H,48.0999783,0.9077089,2.926507475,59.63263001
ABW,2020,H,48.87846879,0.9047216,2.582001062,82.4396515
ABW,2021,H,49.31994953,0.9064944,2.272689704,68.44637579
ABW,2022,H,49.80107489,1.0084741,2.628474918,60.48364832
ABW,2023,H,50.49975468,0.6576186,2.355622775,58.04635122
ABW,2024,H,51.28952272,0.6567856,2.355622775,58.04635122
ABW,2025,H,51.28952272,0.6567856,2.355622775,58.04635122
ABW,2026,H,51.28952272,0.6567856,2.355622775,58.04635122
AFG,2000,L,109.5860477,-2.3446017,18.82275218,4.842856866
AFG,2001,L,110.2193414,-2.2217389,18.82275218,4.842856866
AFG,2002,L,110.534611,-2.0988761,18.82275218,4.842856866
AFG,2003,L,110.5575396,-2.1081208,16.92386623,4.842856866
AFG,2004,L,110.285308,-1.156126,17.55400626,4.842856866
AFG,2005,L,109.7285254,-1.3907016,16.59821222,4.842856866
AFG,2006,L,108.8891352,-1.6259661,16.3855372,4.842856866
AFG,2007,L,107.7372506,-1.5929686,17.74730953,6.839982237
AFG,2008,L,106.3343755,-1.6680318,17.8391163,9.388327721
AFG,2009,L,104.7994675,-1.5587942,13.14987661,10.58413068
AFG,2010,L,103.1444557,-1.5857412,12.52257684,11.57504424
AFG,2011,L,101.4583083,-1.6043337,13.77918924,4.959180376
AFG,2012,L,99.77313094,-1.4997935,12.48608514,4.47210363
AFG,2013,L,98.06355881,-1.5009938,11.49986726,4.321685417
AFG,2014,L,96.34639379,-1.5246032,11.47758756,3.9410571
AFG,2015,L,94.61323371,-1.4711716,11.420006,3.981493795
AFG,2016,L,92.88987122,-1.4177302,4.114196613,3.888321746
AFG,2017,L,91.29361869,-1.4421872,3.530422461,3.841881205
AFG,2018,L,89.84960598,-1.6312498,6.160177217,3.512317033
AFG,2019,L,88.51202761,-1.6540805,7.043181081,3.22995723
AFG,2020,L,87.24781691,-1.7167282,7.528114629,3.09659809
AFG,2021,L,86.08346818,-1.7059035,8.493156816,3.09659809
AFG,2022,L,84.96248933,-1.9646115,10.19026196,3.09659809
AFG,2023,L,83.83617284,-2.0924592,7.540916863,3.09659809
AFG,2024,L,82.77684832,-1.9339966,8.417811844,3.09659809
AFG,2025,L,82.77684832,-1.9339966,8.417811844,3.09659809
AFG,2026,L,82.77684832,-1.9339966,8.417811844,3.09659809
AGO,2000,L,93.39505466,-1.1141214,3.726575286,22.27492802
AGO,2001,L,93.14260579,-1.17210745,3.726575286,22.27492802
AGO,2002,L,92.86898828,-1.2300935,3.726575286,22.27492802
AGO,2003,L,92.58015725,-1.4582044,3.885171723,22.27492802
AGO,2004,LM,92.30377474,-1.5316839,4.679179848,22.27492802
AGO,2005,LM,92.07169966,-1.5412074,3.895781992,22.27492802
AGO,2006,LM,91.89664781,-1.4924701,3.661849599,22.27492802
AGO,2007,LM,91.7757132,-1.4130187,3.442696492,22.27492802
AGO,2008,LM,91.74374437,-1.3238188,3.532351396,22.27492802
AGO,2009,LM,91.78354687,-1.0974384,4.975453095,22.27492802
AGO,2010,LM,91.82838662,-0.9515013,4.487228855,22.27492802
AGO,2011,UM,91.85690272,-1.0097747,4.178085058,22.27492802
AGO,2012,UM,91.899377,-1.0191994,4.361918025,22.27492802
AGO,2013,UM,91.94970355,-1.0286328,4.779643734,22.27492802
AGO,2014,UM,92.05056189,-0.9400114,4.726180924,22.27492802
AGO,2015,UM,92.1805019,-0.9378237,5.240515596,22.27492802
AGO,2016,LM,92.18800411,-0.9493847,5.782788995,18.3180075
AGO,2017,LM,92.07155429,-0.9681157,5.728969445,14.63025796
AGO,2018,LM,91.90276941,-0.9784602,5.340746295,13.1109176
AGO,2019,LM,91.64703963,-0.9116965,5.411448772,13.39560287
AGO,2020,LM,91.3698275,-1.0163604,6.097457182,11.37655908
AGO,2021,LM,91.03639831,-0.9347008,6.19373756,8.844301746
AGO,2022,LM,90.58951186,-0.8325718,6.716478137,7.025061944
AGO,2023,LM,90.05522528,-0.8287026,7.400666244,7.645733744
AGO,2024,LM,89.40608064,-0.7851909,6.576162598,7.168926409
AGO,2025,LM,89.40608064,-0.7851909,6.79262097,6.580882966
AGO,2026,LM,89.40608064,-0.7851909,6.79262097,6.580882966
ALB,2000,LM,58.59772903,-1.1093724,4.711459153,37.3109373
ALB,2001,LM,57.8351706,-0.8832389,4.339241272,37.3109373
ALB,2002,LM,56.73670221,-0.6571054,4.307757976,37.3109373
ALB,2003,LM,55.61399781,-0.6637265,4.343207119,37.3109373
ALB,2004,LM,54.52112291,-0.4499559,4.474331529,37.3109373
ALB,2005,LM,53.44354077,-0.6979427,4.794124735,37.3109373
ALB,2006,LM,52.41323532,-0.6153929,5.309709539,37.3109373
ALB,2007,LM,51.4388392,-0.5171955,5.731781571,37.3109373
ALB,2008,LM,50.47596292,-0.4824716,5.422752704,37.3109373
ALB,2009,UM,49.46272901,-0.2900014,5.656708948,37.3109373
ALB,2010,UM,48.40341392,-0.2964483,5.960640217,38.56672221
ALB,2011,LM,47.39391652,-0.2490677,6.192222426,40.89041911
ALB,2012,UM,46.63056142,-0.3393566,5.37937813,41.04892897
ALB,2013,UM,46.22948913,-0.3564184,5.747654228,39.72199576
ALB,2014,UM,46.09907972,0.0801175,5.907101717,39.06036961
ALB,2015,UM,46.0636825,0.1835585,6.27591543,36.88088022
ALB,2016,UM,46.04186419,0.1974461,6.303405541,36.20986353
ALB,2017,UM,46.17477818,0.256049,6.516401133,34.13246524
ALB,2018,UM,46.50893245,0.2684643,6.708115065,32.50735868
ALB,2019,UM,47.04237531,0.0266494,6.967485863,33.72559551
ALB,2020,UM,47.68647127,0.0187103,7.069412463,37.71933343
ALB,2021,UM,48.44160172,0.1116368,6.918296958,36.43416869
ALB,2022,UM,49.25104634,0.1929668,7.504616345,33.79123815
ALB,2023,UM,50.02392582,0.293429,7.203061146,32.46656721
ALB,2024,UM,50.97429383,0.3123437,6.505973638,34.12608986
ALB,2025,UM,50.97429383,0.3123437,6.034119771,34.12608986
ALB,2026,UM,50.97429383,0.3123437,6.034119771,34.12608986
ARE,2000,H,28.38947842,0.7403877,13.04398532,81.93984492
ARE,2001,H,26.83214111,0.79555975,13.3137217,81.93984492
ARE,2002,H,25.58071336,0.8507318,13.06355532,81.93984492
ARE,2003,H,24.7137727,0.8458791,12.26243564,81.93984492
ARE,2004,H,24.20340565,0.5800975,11.5123693,81.93984492
ARE,2005,H,23.85084342,0.6201962,10.60808756,81.93984492
ARE,2006,H,23.50120022,0.87732,9.657045672,81.93984492
ARE,2007,H,22.99348562,0.9034445,9.02554579,81.93984492
ARE,2008,H,22.57225254,0.8286183,8.600261024,81.93984492
ARE,2009,H,22.45720015,0.8843205,9.195329213,81.93984492
ARE,2010,H,22.39292905,0.8322561,8.098830062,81.93984492
ARE,2011,H,22.32541883,0.9928203,7.856323643,81.93984492
ARE,2012,H,22.35112832,1.1560961,7.832353832,81.93984492
ARE,2013,H,22.41632266,1.1923106,7.6905088,81.93984492
ARE,2014,H,22.45733334,1.4160016,7.878194254,81.93984492
ARE,2015,H,22.4526562,1.4040254,8.885025554,81.93984492
ARE,2016,H,22.39338088,1.4113666,9.041259172,81.93984492
ARE,2017,H,22.31315143,1.3782191,9.135053506,78.14889232
ARE,2018,H,22.2647153,1.4114572,8.723034843,73.98430782
ARE,2019,H,22.21562064,1.3982083,8.842882725,75.28849703
ARE,2020,H,22.16525417,1.0036502,8.992073716,88.83569161
ARE,2021,H,22.14127931,1.0744083,8.77234435,76.16766214
ARE,2022,H,22.1229936,1.133184,8.544362524,65.45743118
ARE,2023,H,22.00266238,1.3100836,9.458594781,65.45743118
ARE,2024,H,21.76996047,1.2599659,9.373652894,65.45743118
ARE,2025,H,21.76996047,1.2599659,9.373652894,65.45743118
ARE,2026,H,21.76996047,1.2599659,9.373652894,65.45743118
ARG,2000,UM,60.8399424,0.0107824,16.49427194,23.89473362
ARG,2001,UM,60.44208877,-0.10723675,16.09322588,20.83357465
ARG,2002,UM,60.01001815,-0.2252559,20.34777391,15.3318584
ARG,2003,UM,59.51577206,-0.1358752,22.48675059,10.76270592
ARG,2004,UM,58.99088086,-0.023834,18.93701362,9.682518196
ARG,2005,UM,58.48853172,0.013348,18.34041594,10.65349292
ARG,2006,UM,58.00035267,0.0518902,17.87779386,11.91026166
ARG,2007,UM,57.50504346,0.0008549,17.04741545,13.09854135
ARG,2008,UM,57.07418767,-0.0710406,16.5383661,12.31394671
ARG,2009,UM,56.73568577,-0.0584799,15.58377727,12.41620754
ARG,2010,UM,56.45214211,0.0072363,15.84486081,12.69010625
ARG,2011,UM,56.27395376,0.0717304,15.85069839,14.00871512
ARG,2012,UM,56.1467748,0.0013935,15.21680091,15.21281502
ARG,2013,UM,56.04870447,-0.0162575,15.01105426,15.72909201
ARG,2014,H,56.02564279,0.1781782,14.77277855,13.82376925
ARG,2015,UM,56.05228915,0.1187015,14.18158545,14.41423304
ARG,2016,UM,56.04617213,0.3427634,13.48802597,13.66763343
ARG,2017,H,55.97280152,0.2956525,12.83516834,15.95849734
ARG,2018,UM,55.85292541,0.257748,14.0601434,15.21806329
ARG,2019,UM,55.5931802,0.2629574,13.54083907,14.47762924
ARG,2020,UM,55.02079689,0.148927,14.59052951,15.74648977
ARG,2021,UM,54.21952444,0.1125651,15.55841698,13.26442898
ARG,2022,UM,53.33854639,0.1085858,16.41656862,12.88910093
ARG,2023,UM,52.42433668,0.0614731,16.52555002,15.35708234
ARG,2024,UM,51.560957,0.1837479,15.18504581,15.11767784
ARG,2025,UM,51.560957,0.1837479,13.58365705,17.59829274
ARG,2026,UM,51.560957,0.1837479,13.58365705,17.59829274
ARM,2000,L,54.81338861,-0.6449407,9.424758532,24.85492197
ARM,2001,L,52.48894837,-0.4703337,9.424758532,24.85492197
ARM,2002,LM,51.07035314,-0.2957267,9.424758532,24.85492197
ARM,2003,LM,50.0136226,-0.3023479,9.424758532,24.85492197
ARM,2004,LM,48.99193064,-0.1956257,9.424758532,24.85492197
ARM,2005,LM,47.81930747,-0.2233106,9.424758532,24.85492197
ARM,2006,LM,46.48622315,-0.239965,9.424758532,24.85492197
ARM,2007,LM,45.13055402,-0.3655469,9.424758532,24.85492197
ARM,2008,LM,44.02614313,-0.2999247,9.424758532,24.85492197
ARM,2009,LM,43.29412919,-0.0404606,9.424758532,24.85492197
ARM,2010,LM,42.91722367,-0.1432718,9.424758532,28.4451646
ARM,2011,LM,42.85889529,-0.0113661,9.424758532,35.36788787
ARM,2012,LM,43.10666536,0.0313392,9.424758532,40.0600551
ARM,2013,LM,43.59557353,0.0697532,9.68257532,42.38024049
ARM,2014,LM,44.22034733,-0.1326294,9.666405536,48.91717311
ARM,2015,LM,45.007483,-0.1424065,9.206171059,45.63078261
ARM,2016,LM,45.91308902,-0.1056077,10.28464998,48.87564437
ARM,2017,UM,46.81888313,-0.010591,10.63112611,51.54258581
ARM,2018,UM,47.41273032,-0.1730616,11.27191844,55.50200273
ARM,2019,UM,47.81075434,-0.2531827,11.71149186,60.15523792
ARM,2020,UM,48.17548707,-0.3375702,12.3449098,72.19291409
ARM,2021,UM,48.47599514,-0.3553578,11.03159056,61.67381255
ARM,2022,UM,48.76019808,-0.3306901,11.43219296,52.55384268
ARM,2023,UM,48.71296536,-0.163441,10.23922397,55.40496026
ARM,2024,UM,49.11988084,-0.3640294,10.15771623,64.37994332
ARM,2025,UM,49.11988084,-0.3640294,10.99196769,70.53967725
ARM,2026,UM,49.11988084,-0.3640294,10.99196769,70.53967725
ATG,2000,UM,54.12723233,0.7532431,1.599450818,53.77134965
ATG,2001,UM,53.4690419,0.7533687,1.703804657,56.90766628
ATG,2002,H,52.55673941,0.7534943,1.776192342,60.08784048
ATG,2003,UM,51.54197879,0.7406422,1.865719744,58.26905273
ATG,2004,UM,50.46543189,0.5101852,1.811561516,54.42291661
ATG,2005,H,49.24265147,0.5788558,1.74970536,53.93032909
ATG,2006,H,48.09017252,0.5765812,1.767937908,56.97467556
ATG,2007,H,47.09959672,0.580021,1.631004524,56.86690256
ATG,2008,H,46.2576514,0.5827039,1.536749548,58.65563542
ATG,2009,UM,45.54996455,0.592072,2.013836948,65.79204509
ATG,2010,UM,44.73527965,0.7531799,2.094399151,69.96728036
ATG,2011,UM,43.87707486,0.7518252,2.181899783,67.71585243
ATG,2012,H,43.07732669,0.7521664,2.055216472,61.8781905
ATG,2013,H,42.37167569,0.7525475,2.733567301,61.27823541
ATG,2014,H,41.85150857,0.0795479,2.769636616,56.03329474
ATG,2015,H,41.38269106,0.4209115,2.801703592,48.63174113
ATG,2016,H,41.01945172,0.4218993,2.875733789,47.0134239
ATG,2017,H,40.852263,-0.2661901,2.959863517,44.22662526
ATG,2018,H,40.68108677,-0.2644291,3.008383618,41.65418746
ATG,2019,H,40.60759026,-0.2627126,3.011749664,41.94913127
ATG,2020,H,40.78388694,-0.6118196,2.911250925,53.77040578
ATG,2021,H,41.08929799,-0.6089105,2.775016529,45.43474642
ATG,2022,H,41.44829057,-0.0927924,2.704114905,38.36420892
ATG,2023,H,41.75667259,0.4312085,2.448044197,37.11782779
ATG,2024,H,42.01423595,0.4299698,2.53289006,39.35906988
ATG,2025,H,42.01423595,0.4299698,2.437142907,37.41838042
ATG,2026,H,42.01423595,0.4299698,2.437142907,37.41838042
AUS,2000,H,49.45983715,1.7893043,11.42483991,87.38103286
AUS,2001,H,49.28683546,1.85585005,10.80514812,88.18928303
AUS,2002,H,49.07392787,1.9223958,10.4098669,91.06854013
AUS,2003,H,48.84456173,1.9394757,10.72131808,98.97007014
AUS,2004,H,48.64976507,1.7890482,10.76061474,102.4476938
AUS,2005,H,48.47529979,1.8033736,10.16862115,108.2590107
AUS,2006,H,48.3296764,1.7583757,9.670441392,113.4059168
AUS,2007,H,48.21832327,1.7472507,9.103107448,120.2872496
AUS,2008,H,48.12539033,1.734412,9.006900472,121.4448193
AUS,2009,H,48.14825717,1.65062,8.33320822,122.1130741
AUS,2010,H,48.36386111,1.7130228,7.876168751,124.7913393
AUS,2011,H,48.76823832,1.7037267,7.250008785,121.7908062
AUS,2012,H,49.32897269,1.7045531,6.908725528,120.7747562
AUS,2013,H,49.92436731,1.6221252,6.474757695,124.1832756
AUS,2014,H,50.4910609,1.7947484,6.237000542,127.8838487
AUS,2015,H,51.06330103,1.6762148,6.161871538,135.8002927
AUS,2016,H,51.60344557,1.6248454,5.936287318,142.1042557
AUS,2017,H,52.04242149,1.6442984,5.637071151,140.108067
AUS,2018,H,52.44551517,1.7247815,5.580257544,139.4980628
AUS,2019,H,52.91975843,1.6666492,5.451709173,135.6667144
AUS,2020,H,53.60612464,1.6054566,5.50480994,141.7047493
AUS,2021,H,54.25581576,1.7024874,5.430212867,138.3395671
AUS,2022,H,54.58477184,1.7675146,5.288754086,133.6438831
AUS,2023,H,54.83305016,1.7818134,5.269356422,126.9621209
AUS,2024,H,55.21169219,1.8090452,5.376330445,129.3173497
AUS,2025,H,55.21169219,1.8090452,5.317145616,133.792638
AUS,2026,H,55.21169219,1.8090452,5.317145616,133.792638
AUT,2000,H,48.1071502,1.9747909,18.72669104,90.18438491
AUT,2001,H,47.66788899,1.9686441499999998,18.86650637,90.18438491
AUT,2002,H,47.21889279,1.9624974,18.28892364,89.16936762
AUT,2003,H,46.85243014,1.8622422,17.96134327,88.30933758
AUT,2004,H,46.97685411,1.8071699,17.80207847,88.42499081
AUT,2005,H,47.5504023,1.881578,17.85034335,94.96703597
AUT,2006,H,48.03186413,1.7737449,18.27817233,95.10906162
AUT,2007,H,48.21579739,1.7741679,18.54872112,93.50258949
AUT,2008,H,48.21324696,1.729943,17.89164925,96.44189203
AUT,2009,H,48.25400046,1.628888,16.82054319,98.34385103
AUT,2010,H,48.10464257,1.7509901,17.01462367,99.1468795
AUT,2011,H,47.88951521,1.5645026,17.14464731,96.67256926
AUT,2012,H,48.01622948,1.5204181,17.25648309,94.83797958
AUT,2013,H,48.30924803,1.5738779,17.10638988,93.34113914
AUT,2014,H,48.56450701,1.6929112,17.18677907,88.35991713
AUT,2015,H,48.7326907,1.6009157,17.24292873,86.4399965
AUT,2016,H,48.95586275,1.658232,17.66822515,83.58975397
AUT,2017,H,49.31093457,1.6138342,17.44270516,84.73708659
AUT,2018,H,49.68389606,1.6043579,17.3211161,84.86296388
AUT,2019,H,50.06709987,1.7527565,17.10228587,86.30279436
AUT,2020,H,50.51840768,1.9079985,16.59732647,93.05163379
AUT,2021,H,51.11109499,1.8163061,16.97944941,93.06245468
AUT,2022,H,51.82779871,1.7373291,16.65157884,89.18355299
AUT,2023,H,52.59408377,1.5790569,15.94139153,84.10247131
AUT,2024,H,53.45521492,1.5145106,15.13375273,81.7652651
AUT,2025,H,53.45521492,1.5145106,15.22715101,81.7652651
AUT,2026,H,53.45521492,1.5145106,15.22715101,81.7652651
AZE,2000,L,55.93151382,-1.3849617,5.292384646,32.86885403
AZE,2001,L,53.84734003,-1.2847139,6.187448265,32.86885403
AZE,2002,L,51.78847556,-1.1844661,7.430927835,32.86885403
AZE,2003,LM,49.80645837,-1.1894435,8.636395438,32.86885403
AZE,2004,LM,48.02960129,-1.0690396,8.283510351,32.86885403
AZE,2005,LM,46.41505227,-0.9041952,6.48752246,32.86885403
AZE,2006,LM,44.87031157,-0.8634636,5.772903308,32.86885403
AZE,2007,LM,43.3860991,-0.8094255,4.98404471,32.86885403
AZE,2008,LM,41.86351904,-0.8223916,4.705609759,32.86885403
AZE,2009,UM,40.38579548,-0.7260011,5.525890763,32.86885403
AZE,2010,UM,39.27431123,-0.8597442,4.808194984,32.86885403
AZE,2011,UM,38.70789751,-0.7958644,3.988326101,32.86885403
AZE,2012,UM,38.81041962,-0.8083243,4.23610388,32.86885403
AZE,2013,UM,39.54931003,-0.6064243,4.215736826,32.86885403
AZE,2014,UM,40.44582305,-0.4254637,4.707010697,32.86885403
AZE,2015,UM,41.33856307,-0.3537252,4.990805443,32.86885403
AZE,2016,UM,42.26944994,-0.1263081,4.930062292,32.86885403
AZE,2017,UM,42.96977434,-0.1355348,4.699464584,22.09960381
AZE,2018,UM,43.12455003,-0.1558709,4.620186785,20.76648582
AZE,2019,UM,43.21400029,-0.0555998,5.003528857,23.00186901
AZE,2020,UM,43.41714935,-0.0570333,6.101565073,26.0320151
AZE,2021,UM,43.4555528,-0.0569923,6.419092907,22.92504408
AZE,2022,UM,43.52168401,-0.0543532,5.283389825,18.29846879
AZE,2023,UM,43.58530627,0.0656316,5.133746561,23.12779805
AZE,2024,UM,43.61089091,0.1661183,5.547871474,26.35563943
AZE,2025,UM,43.61089091,0.1661183,5.979751189,24.86059283
AZE,2026,UM,43.61089091,0.1661183,5.979751189,24.86059283
BDI,2000,L,102.6838674,-1.8282942,10.90123278,17.08001445
BDI,2001,L,100.4862597,-1.88639975,10.92481796,16.30283234
BDI,2002,L,98.41965177,-1.9445053,11.0867341,20.31026273
BDI,2003,L,96.42367798,-1.95375,11.04303804,20.13272616
BDI,2004,L,94.22440228,-1.5282262,11.45083317,17.35074775
BDI,2005,L,92.71300656,-1.3694248,11.88584425,14.54366833
BDI,2006,L,91.90584507,-1.3396498,10.36407359,15.83088022
BDI,2007,L,91.4102335,-1.3584566,11.64894962,14.77452426
BDI,2008,L,90.64399223,-1.2512833,10.73626774,13.66291515
BDI,2009,L,89.85395435,-1.0910389,11.35631407,14.67938267
BDI,2010,L,90.00889409,-1.2006202,10.24279032,18.36191803
BDI,2011,L,91.00876956,-1.1611384,10.02917514,21.55998672
BDI,2012,L,92.15639285,-1.1869228,10.5375733,20.25648358
BDI,2013,L,93.38387195,-0.8972943,10.74728151,19.38967853
BDI,2014,L,94.62207065,-0.8758081,10.954881,19.29310314
BDI,2015,L,97.11045921,-0.9257032,10.92688969,18.09930663
BDI,2016,L,99.94342961,-1.0721309,12.27808622,17.34300794
BDI,2017,L,101.0676534,-0.9217583,12.34539517,14.87510956
BDI,2018,L,100.4896673,-1.0293582,13.2601609,16.50860113
BDI,2019,L,98.99976731,-0.9766193,12.8092756,18.57722612
BDI,2020,L,97.5964621,-1.0934389,11.02232478,19.64409142
BDI,2021,L,96.00543201,-1.1242343,10.75678985,28.46429395
BDI,2022,L,94.07956024,-1.1809945,11.23606514,35.06954106
BDI,2023,L,91.84666618,-1.108269,12.53384015,37.17997333
BDI,2024,L,89.50414668,-1.0060869,12.25592928,38.25757292
BDI,2025,L,89.50414668,-1.0060869,13.09904623,38.54317252
BDI,2026,L,89.50414668,-1.0060869,13.09904623,38.54317252
BEL,2000,H,52.46580014,1.7838968,17.53597445,66.29922874
BEL,2001,H,52.54945607,1.86010025,17.04054213,66.29922874
BEL,2002,H,52.52806542,1.9363037,16.79458705,64.13292449
BEL,2003,H,52.48313904,1.7075541,16.20023741,62.53089436
BEL,2004,H,52.4646246,1.6404506,16.08993608,61.84259333
BEL,2005,H,52.33342221,1.6989455,15.87094598,63.59777008
BEL,2006,H,51.96113191,1.5280568,15.01853751,65.8336191
BEL,2007,H,51.56263261,1.5124984,15.06031828,68.44384869
BEL,2008,H,51.41736769,1.5519592,13.99274072,62.75830286
BEL,2009,H,51.494438,1.7446252,12.84208171,58.46580254
BEL,2010,H,51.64736972,1.659156,13.12864357,56.78549641
BEL,2011,H,52.04180595,1.7960063,12.94993946,55.01452955
BEL,2012,H,52.60451488,1.8013661,12.62157646,54.49032815
BEL,2013,H,53.16027866,1.8156516,12.66437803,56.15986973
BEL,2014,H,53.75271165,1.5482903,12.58378949,57.61062312
BEL,2015,H,54.21858607,1.5255063,12.56773147,60.80262214
BEL,2016,H,54.65329254,1.3520474,12.24840834,63.61608628
BEL,2017,H,55.17678244,1.1503596,12.44582857,65.33723404
BEL,2018,H,55.65472684,1.2308189,12.34391996,68.16857232
BEL,2019,H,56.05633849,1.1205719,12.41325124,69.36000362
BEL,2020,H,56.30961718,1.1695968,12.01200903,76.12535092
BEL,2021,H,56.57984376,1.2282716,10.74480799,74.75369886
BEL,2022,H,56.97816551,1.3103839,12.52476952,72.5545339
BEL,2023,H,57.32180721,1.1646047,11.97318674,69.33697091
BEL,2024,H,57.61486666,1.1947395,11.444098,68.13764419
BEL,2025,H,57.61486666,1.1947395,11.1712291,68.13764419
BEL,2026,H,57.61486666,1.1947395,11.1712291,68.13764419
BEN,2000,L,94.55610203,-0.7956793,13.98385772,7.761429738
BEN,2001,L,93.79645895,-0.7156921,15.63826572,5.136080002
BEN,2002,L,93.04211706,-0.6357049,15.64299615,4.833189689
BEN,2003,L,92.3298887,-0.6449496,15.74663839,7.671284648
BEN,2004,L,91.70587362,-0.4463045,14.80842935,7.804471976
BEN,2005,L,90.97284565,-0.6133987,15.67081858,9.034310336
BEN,2006,L,90.46407038,-0.6931451,15.43835004,10.33506666
BEN,2007,L,90.214722,-0.6041193,13.7419113,12.30918321
BEN,2008,L,89.81848444,-0.5327602,12.24997876,12.78056591
BEN,2009,L,89.20222448,-0.4612493,12.21912052,15.12971165
BEN,2010,L,88.54669567,-0.4821387,11.73988533,15.83483768
BEN,2011,L,88.06239865,-0.4467532,11.73357014,16.57434044
BEN,2012,L,87.66222,-0.5014158,10.71215569,15.64759241
BEN,2013,L,87.33529844,-0.5198363,10.9217699,16.45394985
BEN,2014,L,87.01721219,-0.4471044,10.38662818,16.73710914
BEN,2015,L,86.69087258,-0.5410404,10.03567008,16.73570644
BEN,2016,L,86.37031188,-0.4948066,9.93126564,17.48237228
BEN,2017,L,85.99758631,-0.46663,9.62006825,16.57791951
BEN,2018,L,85.50699605,-0.362429,9.162461995,16.74641544
BEN,2019,LM,84.8779371,-0.3133743,9.86572844,17.61070254
BEN,2020,LM,84.13882337,-0.1887935,9.687913103,15.53712076
BEN,2021,LM,83.30426403,-0.2018892,9.479767827,15.58607928
BEN,2022,LM,82.42570821,-0.2149135,9.823575476,17.10004107
BEN,2023,LM,81.56778145,-0.216368,10.06208682,18.60833054
BEN,2024,LM,80.7358613,-0.1854211,10.17434496,18.98016117
BEN,2025,LM,80.7358613,-0.1854211,10.15256122,19.7665001
BEN,2026,LM,80.7358613,-0.1854211,10.15256122,19.7665001
BFA,2000,L,97.9986203,-0.973968,15.35693878,10.33639705
BFA,2001,L,96.84423258,-1.0282992,14.94120267,9.708668108
BFA,2002,L,95.7119731,-1.0826304,14.85118409,8.858713851
BFA,2003,L,94.71290094,-1.0893194,15.5877483,11.35347814
BFA,2004,L,93.86408452,-0.7835675,15.14056675,12.95342946
BFA,2005,L,93.16594836,-0.7423131,13.34076102,13.29620371
BFA,2006,L,92.73954822,-0.8342122,14.04397353,14.67788443
BFA,2007,L,92.64938761,-0.7284371,14.33772427,12.78455818
BFA,2008,L,92.83321534,-0.5880798,13.01313874,15.0909569
BFA,2009,L,93.11161116,-0.550792,13.54798244,16.0831018
BFA,2010,L,93.37035978,-0.518394,12.13998855,15.6345263
BFA,2011,L,93.53701099,-0.5279818,11.61215726,15.37034214
BFA,2012,L,93.52856567,-0.6191411,10.34232902,16.64245917
BFA,2013,L,93.38071844,-0.6252001,10.16977155,20.82103798
BFA,2014,L,93.07707657,-0.5627279,10.99604254,23.40560816
BFA,2015,L,92.60164045,-0.6531111,11.66029645,25.03777056
BFA,2016,L,91.94921186,-0.5249352,11.12043816,25.8099456
BFA,2017,L,91.13887578,-0.5109375,10.25938621,27.42160189
BFA,2018,L,90.14768288,-0.4822964,10.52520365,27.14971371
BFA,2019,L,88.90006323,-0.627609,10.41059839,28.34785789
BFA,2020,L,87.32057162,-0.6308904,10.03131853,28.67389053
BFA,2021,L,85.51438448,-0.7464479,9.811554226,29.48196965
BFA,2022,L,83.69849765,-0.8714085,10.22293461,31.64930567
BFA,2023,L,81.89081864,-0.864281,9.926985192,31.92064116
BFA,2024,L,80.03031699,-0.8748674,9.498792341,27.14335933
BFA,2025,L,80.03031699,-0.8748674,6.617606884,22.71946164
BFA,2026,L,80.03031699,-0.8748674,6.617606884,22.71946164
BGD,2000,L,68.87351077,-0.8710785,14.03531575,21.77938901
BGD,2001,L,67.82979224,-0.8626954499999999,14.17835702,24.17959271
BGD,2002,L,67.1451832,-0.8543124,14.31743755,26.20812497
BGD,2003,L,66.5127411,-1.0668967,14.14546156,26.03862768
BGD,2004,L,65.87312761,-0.906057,14.44207319,27.91340329
BGD,2005,L,65.19106486,-0.894647,14.74399876,29.3438305
BGD,2006,L,64.52403974,-0.9439661,15.30756218,31.1657017
BGD,2007,L,63.91228374,-0.8728241,15.93407299,32.04283305
